Insee (Synthese!Insee);An Obs;Cd Ref;Nb Obs
80333;2006;196545;1
80228;1899;125474;1
80248;2020;211131;1
80665;2022;120717;1
80649;2016;249502;1
80290;2005;103057;1
80222;2020;3482;1
80228;2003;3210;1
80396;2018;3741;1
80025;2005;107117;1
80830;2020;11115;1
80688;1982;112355;1
80087;2018;53770;1
80713;2000;96229;1
80580;2017;117025;1
80333;2006;3875;1
80600;1994;97141;1
80713;2014;141304;1
80244;2018;98717;1
80118;2022;952124;1
80222;1999;32973;1
80222;1989;9931;1
80333;2003;88477;1
80222;2011;43385;1
80806;2007;3752;1
80580;2005;97947;1
80600;1889;88840;1
80244;1991;107038;1
80009;1980;61568;1
80574;2022;86634;1
80637;2013;103287;1
80200;1908;84843;1
80713;1865;88477;1
80649;2014;782834;1
80580;2021;4172;1
80331;2005;141221;1
80030;2022;716458;1
80228;1978;3424;1
80580;2005;96508;1
80290;1883;132379;1
80502;2005;121334;1
80637;2019;534742;1
80025;2005;435796;1
80631;2017;61057;1
80333;1978;152226;1
80806;2003;2442;1
80635;2016;107117;1
80303;1996;121555;1
80486;2018;249521;1
80713;2023;79278;1
80580;2018;107117;1
80713;1997;107085;1
80713;2015;459626;1
80665;2013;786033;1
80649;2014;54732;1
80580;2014;192690;1
80200;2015;61153;1
80333;1994;109419;1
80590;2003;96508;1
80222;2021;124814;1
80327;2013;193114;1
80665;1908;112816;1
80631;2005;952124;1
80374;1908;137741;1
80580;1999;104173;1
80222;2022;4686;1
80087;2019;108027;1
80222;1990;94626;1
80688;2019;2676;1
80222;2014;227454;1
80333;2018;2497;1
80109;2009;98651;1
80580;2003;85798;1
80713;1980;65774;1
80688;2021;4187;1
80609;2005;107880;1
80713;2021;233237;1
80599;2016;3603;1
80290;2021;246186;1
80333;2011;3726;1
80333;2018;81856;1
80637;2022;237859;1
80580;2017;128205;1
80599;2016;23915;1
80665;2010;718406;1
80635;2008;92606;1
80598;2015;3003;1
80806;2018;249029;1
80333;2017;197047;1
80635;2015;107090;1
80665;2018;67772;1
80633;2006;196604;1
80228;2010;2623;1
80665;2010;610909;1
80030;2022;89338;1
80713;2020;4507;1
80222;2012;3059;1
80109;2013;107318;1
80633;2015;126034;1
80333;2002;968;1
80649;2016;124034;1
80537;2022;96271;1
80635;2016;222466;1
80248;2003;1007126;1
80222;2005;114332;1
80633;2021;108361;1
80486;2019;248386;1
80250;2022;4564;1
80806;1995;4167;1
80290;1982;106234;1
80118;2010;95563;1
80548;2021;4657;1
80248;2005;114658;1
80649;1883;98228;1
80486;2017;100304;1
80649;1886;5516;1
80133;2015;3603;1
80248;2010;75716;1
80631;2005;132529;1
80333;2016;23122;1
80228;2006;103031;1
80228;2008;2603;1
80806;1994;3039;1
80713;1991;3302;1
80633;2005;85798;1
80548;2005;86828;1
80806;2005;139584;1
80688;1883;109750;1
80025;2021;117530;1
80787;2006;100225;1
80806;1960;106678;1
80344;1967;110920;1
80228;2012;192310;1
80030;2006;106698;1
80713;2013;4330;1
80649;2019;2576;1
80832;2019;4257;1
80167;2006;99488;1
80637;2012;4507;1
80332;2022;22182;1
80030;2021;4187;1
80649;1886;5494;1
80222;2014;3297;1
80713;2018;3943;1
80649;2006;119991;1
80665;2022;248400;1
80228;1873;3120;1
80635;2003;140321;1
80332;1994;126124;1
80396;2005;114611;1
80167;2017;11142;1
80600;2006;138899;1
80167;2010;2623;1
80713;2003;30897;1
80228;2018;125014;1
80222;1978;60102;1
80832;1883;123485;1
80713;2010;120732;1
80804;2001;2669;1
80635;2013;3070;1
80222;1967;249576;1
80688;1980;102870;1
80713;2012;81955;1
80025;1865;107072;1
80222;2010;193689;1
80087;2019;91378;1
80118;2005;138682;1
80633;2020;248509;1
80290;2020;91886;1
80713;2002;31767;1
80200;2018;112355;1
80496;2022;2440;1
80649;2019;137205;1
80025;2017;92217;1
80815;2017;248585;1
80808;2022;259;1
80806;1999;4215;1
80649;2020;3106;1
80486;2015;124261;1
80787;1912;86124;1
80477;1883;110064;1
80600;2022;227848;1
80609;2016;3424;1
80806;2007;97084;1
80589;2022;189947;1
80009;2014;3297;1
80332;2017;99373;1
80087;2006;125295;1
80815;1976;60981;1
80688;1994;106499;1
80332;2020;124232;1
80649;1883;88794;1
80332;2021;3161;1
80228;1997;100289;1
80333;2012;4035;1
80248;2019;129586;1
80332;2005;128801;1
80580;2020;3112;1
80649;1883;107689;1
80149;2006;621080;1
80009;2020;4657;1
80713;1996;965;1
80692;2005;718331;1
80649;2019;92606;1
80118;2005;159536;1
80688;1883;114589;1
80228;2021;106349;1
80633;2014;2623;1
80477;2005;86828;1
80787;1883;88478;1
80713;2014;197057;1
80633;2006;88624;1
80118;2005;85798;1
80009;2018;4129;1
80109;2005;137440;1
80371;2016;4525;1
80332;1977;60015;1
80200;2004;12794;1
80600;2020;5093;1
80496;1977;128956;1
80649;2007;193954;1
80688;2014;3688;1
80228;2006;136673;1
80228;2007;2989;1
80688;2019;3774;1
80637;1886;4379;1
80248;1999;100225;1
80649;2020;219833;1
80713;2006;88794;1
80692;2016;4669;1
80333;2017;4129;1
80815;2017;247334;1
80371;2016;4474;1
80600;2013;139584;1
80713;1907;104246;1
80030;2006;94432;1
80087;2020;97434;1
80333;2016;247741;1
80600;2012;95933;1
80633;2009;3943;1
80222;1998;2840;1
80815;2020;719636;1
80808;2019;119471;1
80228;2008;259;1
80600;2009;107090;1
80600;2011;128660;1
80637;2021;85820;1
80228;1887;94289;1
80290;2001;469731;1
80149;2013;889047;1
80806;2017;106918;1
80290;2005;126628;1
80649;2006;197264;1
80815;2020;248913;1
80497;2022;785321;1
80688;2005;4252;1
80244;2010;977;1
80462;2018;4525;1
80633;2014;249144;1
80806;2016;198030;1
80815;2021;3726;1
80380;2005;82757;1
80808;2019;129506;1
80600;2016;61057;1
80501;1982;97947;1
80713;2002;32753;1
80025;1997;100310;1
80327;2021;200334;1
80649;1965;132229;1
80281;2005;92353;1
80222;2019;4319;1
80649;1993;141301;1
80713;2021;12616;1
80030;2022;249579;1
80248;2003;75636;1
80332;1981;117096;1
80537;2005;5878;1
80635;2006;100787;1
80590;2003;99366;1
80155;2011;3696;1
80590;2007;108996;1
80167;2018;11141;1
80688;2018;791639;1
80333;2022;239087;1
80808;2018;104076;1
80808;2018;89304;1
80580;2007;117774;1
80637;2019;2473;1
80787;1883;86124;1
80637;2021;79734;1
80118;2005;127439;1
80806;2017;248341;1
80649;2019;61585;1
80290;1982;126628;1
80332;2012;103514;1
80713;2008;8341;1
80713;2018;239112;1
80713;2009;139;1
80600;2020;102863;1
80637;2005;609982;1
80244;2007;109869;1
80371;2013;139024;1
80637;2005;107038;1
80333;2015;791639;1
80600;2011;120732;1
80580;2009;4215;1
80496;2022;249455;1
80250;2012;95558;1
80692;2013;4035;1
80580;1997;124707;1
80665;2022;249848;1
80600;1865;103185;1
80815;2015;2669;1
80633;2006;197333;1
80228;1887;107072;1
80332;2012;185101;1
80025;2019;92497;1
80025;2018;80140;1
80333;2005;54801;1
80713;2000;60811;1
80248;2009;76116;1
80649;1993;92282;1
80222;2017;248314;1
80332;1908;125474;1
80087;1972;5948;1
80713;1996;85798;1
80815;2022;114332;1
80688;2018;248688;1
80713;2011;186376;1
80808;2006;952124;1
80486;2018;3967;1
80609;2005;106854;1
80228;1883;3250;1
80087;2005;95372;1
80713;1996;119991;1
80649;1993;248854;1
80496;1960;103514;1
80333;2023;224756;1
80333;2019;4802;1
80580;1997;119550;1
80806;1965;249024;1
80228;2011;84521;1
80380;2005;133652;1
80713;2010;141499;1
80228;2002;4516;1
80496;2006;83156;1
80030;2006;133346;1
80333;2009;141499;1
80635;2008;91382;1
80497;2022;248833;1
80692;1972;4142;1
80713;2021;10539;1
80497;2022;2666;1
80486;2015;249144;1
80713;2009;61153;1
80787;2021;4582;1
80228;1996;530157;1
80087;2005;98865;1
80030;2022;98921;1
80030;2006;116043;1
80713;2022;192416;1
80830;1971;995137;1
80228;2020;139605;1
80009;2013;4657;1
80248;1984;66832;1
80580;1993;104340;1
80030;2021;4137;1
80228;2013;136646;1
80250;2020;97556;1
80244;2018;4117;1
80637;2005;104903;1
80806;1964;6632;1
80609;2005;95671;1
80609;2005;132818;1
80580;1998;4212;1
80462;2020;65877;1
80333;2010;95149;1
80649;2012;3239;1
80332;1912;89579;1
80303;2011;3465;1
80030;2023;53759;1
80333;1883;123448;1
80590;2007;84110;1
80290;2021;233243;1
80250;1973;61357;1
80422;1865;87583;1
80133;2020;4657;1
80496;2022;248813;1
80333;2020;3140;1
80333;2019;234118;1
80832;2019;3511;1
80228;2006;106499;1
80580;2014;104101;1
80665;2022;52148;1
80486;2012;119473;1
80713;2014;103142;1
80222;1997;3003;1
80637;2020;2832;1
80030;2015;2989;1
80025;1985;96534;1
80804;2017;248938;1
80249;2005;97452;1
80713;2002;248813;1
80486;2012;91382;1
80087;2022;23216;1
80025;2005;91258;1
80109;2005;127439;1
80649;2021;2878;1
80250;2017;106828;1
80713;2016;4525;1
80396;2015;11115;1
80688;1987;2543;1
80649;2006;91258;1
80713;2006;88949;1
80713;1980;61258;1
80637;2022;3136;1
80633;2005;249120;1
80804;2005;85250;1
80332;2022;103057;1
80806;1999;93860;1
80635;2016;248410;1
80496;1995;122726;1
80713;2007;3518;1
80244;2005;121999;1
80332;2020;3733;1
80633;2016;126276;1
80332;2005;93763;1
80222;2011;35071;1
80333;2001;3656;1
80333;2021;4583;1
80635;2017;101544;1
80633;2020;116012;1
80637;2000;4151;1
80396;2013;122745;1
80331;2005;125014;1
80716;2021;126963;1
80713;1995;197775;1
80248;2016;3865;1
80590;2003;138444;1
80649;1872;88942;1
80248;1985;61057;1
80548;2005;97511;1
80228;2013;729179;1
80763;2006;82922;1
80118;2013;610909;1
80637;1994;88752;1
80303;2013;3764;1
80633;1966;121581;1
80496;1977;143636;1
80713;2002;249463;1
80713;2020;113893;1
80806;2021;3726;1
80637;2016;106719;1
80713;2020;227282;1
80333;2016;116354;1
80333;2010;109926;1
80371;2005;99488;1
80600;2006;100133;1
80502;2022;81541;1
80713;1999;889056;1
80713;1987;93840;1
80609;2021;4466;1
80637;2016;117201;1
80688;2021;107117;1
80600;2018;116903;1
80333;2019;105295;1
80806;2016;92876;1
80600;2012;3424;1
80580;1999;98921;1
80303;2021;3192;1
80598;2018;11744;1
80806;1912;85486;1
80635;2018;4001;1
80333;2022;718348;1
80665;2006;88318;1
80333;2006;3733;1
80248;2020;249557;1
80109;2005;613532;1
80833;2005;136654;1
80221;2005;718424;1
80333;2020;2989;1
80303;2020;53759;1
80806;1997;106918;1
80649;2020;117503;1
80688;1980;197;1
80692;2016;4319;1
80580;2006;10004;1
80808;2020;107282;1
80763;2006;132818;1
80600;2003;3945;1
80688;2015;83912;1
80486;2021;132258;1
80303;2004;81569;1
80087;2022;248396;1
80248;1984;116903;1
80025;2019;239097;1
80600;1888;1019750;1
80600;1899;119812;1
80228;2020;4319;1
80331;2016;248970;1
80688;2019;248869;1
80486;2018;247596;1
80600;2002;2623;1
80713;2002;3726;1
80222;1977;87849;1
80806;2017;126124;1
80215;2005;80322;1
80713;2010;109091;1
80713;2020;4571;1
80580;2022;88720;1
80290;1864;110966;1
80833;2005;97609;1
80649;1883;104214;1
80688;1982;117530;1
80713;2020;61585;1
80574;2022;610909;1
80290;2022;103057;1
80167;2010;4117;1
80637;2005;132121;1
80713;1865;139802;1
80649;2006;90483;1
80580;2007;187226;1
80332;1985;87540;1
80228;2013;610646;1
80200;2005;194444;1
80228;1887;100215;1
80598;2005;788980;1
80806;2010;1958;1
80009;2005;100052;1
80600;1883;132119;1
80716;2022;129468;1
80633;2014;61057;1
80665;2010;718429;1
80497;2006;79908;1
80598;2015;3059;1
80290;1982;98651;1
80633;2006;125014;1
80332;2014;73560;1
80248;1999;76357;1
80200;2016;247716;1
80331;2005;96749;1
80422;2006;5017;1
80637;1889;4379;1
80598;2005;113904;1
80502;2005;124744;1
80633;2022;124572;1
80486;2020;119812;1
80806;2014;609982;1
80808;2019;3630;1
80200;2018;97141;1
80244;2021;3755;1
80713;2002;4167;1
80688;2020;103547;1
80649;1993;138623;1
80333;2019;84110;1
80649;2011;4187;1
80222;2018;4466;1
80228;1887;975602;1
80333;2022;4151;1
80333;2016;3420;1
80486;2017;248867;1
80133;2006;80759;1
80486;1883;100133;1
80118;2014;65473;1
80228;1870;4474;1
80290;2013;115076;1
80155;2005;112463;1
80806;2021;186211;1
80200;2021;91886;1
80396;2020;11118;1
80806;1997;85250;1
80025;2013;107090;1
80155;2018;11115;1
80496;2021;91378;1
80333;2019;3656;1
80155;2021;3003;1
80248;1889;129000;1
80598;2005;122745;1
80380;2005;91912;1
80030;2006;103031;1
80333;1994;189627;1
80633;2018;124707;1
80713;2018;65456;1
80633;2018;836203;1
80688;2019;60015;1
80580;2009;4501;1
80716;2005;112550;1
80496;2018;159536;1
80333;2022;92658;1
80133;2006;190443;1
80580;2014;104214;1
80030;2022;123683;1
80248;2015;3791;1
80332;2011;3003;1
80665;2014;1958;1
80787;1865;96852;1
80486;2012;248726;1
80580;2004;66030;1
80303;2013;4129;1
80806;1980;108345;1
80713;2002;3681;1
80716;2021;4582;1
80600;2013;128956;1
80371;2005;129083;1
80600;2016;11136;1
80713;2005;2747;1
80688;2006;95567;1
80649;2023;4583;1
80600;2009;120717;1
80806;2020;88752;1
80600;2006;139841;1
80222;1908;98280;1
80025;2017;4342;1
80649;2019;119509;1
80222;1977;128880;1
80118;1908;151786;1
80222;2021;119149;1
80806;2004;142052;1
80716;1901;5243;1
80333;2010;3656;1
80688;1982;612466;1
80244;2022;718362;1
80030;2006;91258;1
80486;2005;119818;1
80665;2021;3424;1
80497;2022;249463;1
80806;2014;96534;1
80806;1999;4494;1
80590;2013;6167;1
80486;2012;96229;1
80665;2006;2702;1
80580;1997;141499;1
80222;1979;61057;1
80806;2007;4516;1
80665;2022;222337;1
80815;2020;248079;1
80200;2018;114332;1
80228;2016;3192;1
80200;2018;1015440;1
80537;2022;121334;1
80599;2005;116043;1
80228;2006;4564;1
80688;2019;249351;1
80228;2002;2497;1
80649;2020;3239;1
80649;2010;2911;1
80713;1865;136658;1
80333;2012;122101;1
80222;2017;249815;1
80303;2006;116012;1
80713;2002;39288;1
80200;2020;134093;1
80713;2019;4625;1
80087;2018;222607;1
80600;2006;104353;1
80118;1960;125024;1
80333;2014;612416;1
80580;2003;1998;1
80228;2018;130584;1
80486;1968;718348;1
80713;2006;627745;1
80806;2014;100225;1
80200;2015;4501;1
80462;2018;4564;1
80333;1999;3511;1
80244;2005;119915;1
80713;1993;108698;1
80598;1865;86983;1
80713;2013;889042;1
80649;2016;4254;1
80333;1998;32249;1
80250;2017;60249;1
80635;1883;132235;1
80248;2007;130599;1
80332;2017;79783;1
80590;1980;127259;1
80486;1803;128062;1
80806;1996;4151;1
80713;1989;113703;1
80025;2005;105502;1
80222;1977;107795;1
80609;2005;119977;1
80118;1908;96226;1
80155;2005;114658;1
80688;2006;606916;1
80501;2010;54801;1
80331;2005;151786;1
80665;1998;977;1
80222;1995;95547;1
80477;1883;99488;1
80806;2019;4503;1
80167;1998;61057;1
80222;1907;109506;1
80688;1990;141911;1
80649;1998;3511;1
80333;2006;105247;1
80633;2020;2623;1
80333;1991;189424;1
80665;2018;137968;1
80580;2005;1991;1
80147;2020;51677;1
80496;2022;10360;1
80713;2012;193436;1
80281;2018;791564;1
80804;2017;97811;1
80248;2012;670161;1
80806;2006;2679;1
80250;2009;33362;1
80600;2009;190443;1
80228;2020;3945;1
80228;2016;128801;1
80248;2017;248593;1
80228;2002;248722;1
80688;2008;718362;1
80087;2018;248574;1
80633;2004;96180;1
80030;2022;4342;1
80303;1979;60686;1
80574;1980;138998;1
80665;2001;977;1
80133;2021;11110;1
80486;2020;4582;1
80486;2019;248212;1
80118;2013;115624;1
80486;2019;248694;1
80806;2021;197281;1
80806;2003;192302;1
80649;2009;197264;1
80118;1985;4944;1
80649;1993;95567;1
80574;1980;98651;1
80087;2006;101221;1
80665;2011;66832;1
80222;2019;248871;1
80609;2005;128268;1
80344;2019;116089;1
80787;2011;2440;1
80496;2022;131840;1
80228;2014;249055;1
80327;2019;11118;1
80333;2014;108027;1
80600;1883;88478;1
80303;2015;2506;1
80228;2016;4257;1
80228;2013;100142;1
80590;2007;81544;1
80716;1883;90483;1
80222;2005;190324;1
80713;2019;2437;1
80303;2018;73574;1
80633;2019;249024;1
80087;2006;88753;1
80590;2015;11141;1
80713;2012;196664;1
80244;2005;107038;1
80333;2010;2568;1
80333;2016;89200;1
80665;2017;248918;1
80228;1907;99570;1
80574;1980;194288;1
80380;2005;99359;1
80486;1997;718310;1
80290;2021;245385;1
80590;2007;133346;1
80713;1995;197284;1
80635;2022;80358;1
80222;2016;61057;1
80649;2022;105239;1
80665;2022;199167;1
80248;2011;184885;1
80486;2015;248867;1
80477;2010;61678;1
80806;2007;198883;1
80688;1981;61057;1
80030;2006;131985;1
80149;2013;119977;1
80600;2011;444440;1
80303;2006;116928;1
80815;1881;152247;1
80486;1896;127429;1
80332;2017;11142;1
80609;2005;96229;1
80332;2018;132169;1
80832;2019;459478;1
80486;2014;3424;1
80806;1886;719217;1
80333;2017;248916;1
80331;2021;84112;1
80688;2011;4657;1
80331;2021;103514;1
80830;2018;11118;1
80716;2013;60205;1
80633;2006;119509;1
80109;2013;115624;1
80486;2019;54578;1
80344;2013;125014;1
80600;2010;4319;1
80145;2019;9158;1
80344;2005;125014;1
80688;2002;3688;1
80649;2016;248918;1
80688;2014;3112;1
80009;2003;60015;1
80600;1888;6495;1
80600;2006;1973;1
80009;2005;131507;1
80422;2019;4583;1
80228;2016;107649;1
80332;2014;119471;1
80633;2021;79278;1
80589;2017;11202;1
80635;2016;245161;1
80333;2009;113842;1
80649;1886;5520;1
80303;2014;119471;1
80249;2014;92606;1
80688;2014;4657;1
80228;1994;101220;1
80815;2006;4525;1
80688;2012;87136;1
80109;2005;92302;1
80635;2013;4571;1
80501;2005;132529;1
80787;2021;2576;1
80149;2020;61153;1
80609;2005;124080;1
80222;2021;51771;1
80649;2009;889056;1
80637;2015;2623;1
80222;2017;248859;1
80599;2005;99373;1
80649;2018;107440;1
80497;2022;248412;1
80009;2005;86305;1
80333;2010;611652;1
80333;1993;159892;1
80333;2004;3688;1
80344;1993;110410;1
80649;2012;117025;1
80631;2005;125014;1
80333;2010;87930;1
80006;2006;718316;1
80633;2005;91289;1
80713;1984;3551;1
80688;2008;249259;1
80149;2021;530157;1
80600;2012;609982;1
80228;2006;113525;1
80804;2013;104876;1
80109;1865;120189;1
80222;1977;609982;1
80574;1980;119818;1
80327;2021;51923;1
80833;2013;114611;1
80600;2017;1952;1
80713;2011;1882;1
80713;2013;185157;1
80713;2006;139024;1
80486;2005;94164;1
80228;2018;3422;1
80303;2021;4657;1
80600;2022;2576;1
80833;2019;198254;1
80598;2005;189406;1
80808;2019;610646;1
80665;2019;4117;1
80713;2019;3210;1
80221;2018;259;1
80333;2013;4644;1
80222;1883;80857;1
80486;2017;3741;1
80333;2016;194069;1
80808;2018;718318;1
80222;2015;3429;1
80713;2013;193498;1
80303;2006;96508;1
80580;1996;3293;1
80589;1908;125238;1
80087;2019;104340;1
80649;1993;80911;1
80228;2018;3206;1
80486;2014;113893;1
80333;2019;211151;1
80600;2017;3136;1
80133;2021;249068;1
80222;2019;125014;1
80649;2017;610907;1
80327;2021;249513;1
80635;2022;5084;1
80149;2013;113904;1
80228;1907;84282;1
80486;2005;198902;1
80486;2018;85903;1
80332;2007;100398;1
80806;2005;115624;1
80633;2006;108345;1
80228;2002;3116;1
80637;2016;248384;1
80599;2015;249032;1
80635;2006;98651;1
80228;2021;2411;1
80109;2005;90681;1
80496;2022;210603;1
80713;2005;249513;1
80374;2019;4507;1
80344;2005;106854;1
80333;2006;80322;1
80333;1883;107027;1
80244;2013;120717;1
80228;2021;73533;1
80637;2005;94626;1
80244;2022;104340;1
80692;2018;364251;1
80688;1990;94273;1
80806;1999;141301;1
80806;2007;117201;1
80303;1994;103772;1
80228;1878;534823;1
80713;1984;2734;1
80333;1961;139009;1
80713;2003;4049;1
80713;1986;3311;1
80087;2022;249521;1
80486;2005;92854;1
80228;2015;116392;1
80806;2022;4308;1
80580;2020;4289;1
80637;2016;10381;1
80637;2010;2844;1
80600;1888;4988;1
80222;1976;60015;1
80333;2010;94503;1
80600;2006;121201;1
80087;2022;4252;1
80228;1999;28978;1
80496;2022;248821;1
80688;2006;138634;1
80248;1998;194347;1
80637;2005;105427;1
80713;1891;124701;1
80030;1994;88794;1
80649;1985;351;1
80600;2016;87540;1
80333;2012;130028;1
80574;2005;138901;1
80590;2007;446741;1
80804;2017;249503;1
80222;2017;248573;1
80228;1937;2015;1
80248;2011;89200;1
80688;2016;4155;1
80580;2022;129147;1
80635;1865;128942;1
80396;2018;4503;1
80580;2017;75093;1
80763;2018;239133;1
80537;2020;125469;1
80221;2005;80334;1
80281;2018;11115;1
80228;2012;610909;1
80633;2005;249259;1
80486;2005;129470;1
80025;2015;3943;1
80228;1908;137666;1
80486;2015;197775;1
80649;1981;444430;1
80600;2006;199116;1
80006;2006;113893;1
80688;2012;119509;1
80713;2011;119509;1
80333;2019;249068;1
80815;2017;249579;1
80688;2020;3803;1
80025;2021;189500;1
80248;2019;611652;1
80688;2018;248148;1
80248;2011;85903;1
80598;2022;97962;1
80030;2020;3733;1
80222;1984;248079;1
80806;2016;249549;1
80713;1907;96226;1
80303;2016;109419;1
80228;2006;117459;1
80580;2017;132707;1
80787;2006;126650;1
80713;1996;434602;1
80716;2020;12176;1
80332;1985;140321;1
80806;1873;137968;1
80598;2019;100304;1
80486;2014;4619;1
80250;2020;85820;1
80713;2002;33108;1
80333;2019;248760;1
80333;2010;97776;1
80333;2010;66032;1
80633;2006;88741;1
80574;1980;612655;1
80333;2022;4583;1
80200;2018;248086;1
80332;2007;85903;1
80496;1988;81541;1
80688;2012;4035;1
80580;2003;142987;1
80486;2015;239111;1
80009;1980;60176;1
80665;2005;121201;1
80248;1998;670169;1
80118;2009;83912;1
80635;2017;351;1
80806;2007;103329;1
80501;1982;103375;1
80635;2003;120246;1
80333;2016;88752;1
80332;2013;60658;1
80228;1978;4649;1
80333;2022;116053;1
80486;2005;134093;1
80649;2023;4582;1
80248;2003;75907;1
80228;1994;88753;1
80303;2013;4137;1
80374;2019;51677;1
80806;2014;138682;1
80333;2011;125355;1
80333;2014;2975;1
80713;2021;2630;1
80502;1999;2996;1
80688;1982;129087;1
80290;2021;2072;1
80009;2021;187444;1
80222;1989;243692;1
80228;2012;184804;1
80590;2003;92353;1
80030;2016;4494;1
80006;2006;99334;1
80637;2016;248390;1
80713;2015;4686;1
80649;2010;194551;1
80228;2011;80410;1
80688;1980;259;1
80635;2022;128880;1
80830;2008;61153;1
80692;2022;129298;1
80222;2019;103898;1
80222;1977;54548;1
80600;2019;113474;1
80580;1996;3070;1
80600;2006;100104;1
80806;2018;249361;1
80713;2012;116392;1
80713;1883;85486;1
80806;2016;120732;1
80333;2017;4195;1
80155;2005;128963;1
80580;1982;88318;1
80303;2022;889047;1
80713;2020;3723;1
80303;2019;3696;1
80600;2017;4568;1
80815;2005;117201;1
80713;2012;2790;1
80600;2023;128754;1
80497;2022;11110;1
80215;2005;113212;1
80332;2021;3429;1
80248;2020;248297;1
80248;1998;490;1
80303;2011;184888;1
80713;2022;101210;1
80574;1980;128801;1
80804;2011;889047;1
80228;1908;120824;1
80248;2005;103772;1
80250;2009;33349;1
80806;2009;2706;1
80332;1994;190443;1
80633;2020;3551;1
80649;1865;117025;1
80649;1985;35470;1
80804;2017;249144;1
80688;2018;88720;1
80688;2006;80639;1
80649;2018;82738;1
80145;2020;61057;1
80333;1993;80410;1
80087;2020;781615;1
80665;2016;248467;1
80589;2013;100142;1
80649;2012;115470;1
80502;2002;4516;1
80333;2009;2679;1
80333;2020;11115;1
80649;2009;3362;1
80600;2014;211688;1
80537;2022;113842;1
80600;2017;67422;1
80692;2005;128175;1
80713;1901;5516;1
80713;2010;132379;1
80574;1980;718369;1
80713;2006;4474;1
80332;1985;85798;1
80333;2021;2543;1
80688;2018;81637;1
80200;2019;113893;1
80332;2020;444436;1
80649;2019;211131;1
80590;2015;2938;1
80635;2018;4257;1
80665;2017;249032;1
80333;1883;95927;1
80133;2006;117353;1
80222;2008;79779;1
80713;2007;65322;1
80688;2021;4657;1
80713;2013;107085;1
80649;2014;60585;1
80649;2021;123522;1
80649;2016;444431;1
80244;2016;249785;1
80600;2006;194069;1
80688;2018;248575;1
80333;2014;190485;1
80580;2019;931968;1
80580;1982;99828;1
80228;2011;718348;1
80713;2022;197369;1
80486;2015;194360;1
80290;2013;126628;1
80713;2022;66832;1
80486;2008;79783;1
80806;2018;3571;1
80574;1980;85502;1
80025;2022;613532;1
80833;2005;5826;1
80649;2016;247730;1
80333;2012;281;1
80713;2002;248854;1
80688;2018;81569;1
80688;2019;3106;1
80396;2011;61379;1
80149;2006;116043;1
80025;2005;131242;1
80692;2021;4516;1
80303;2019;73577;1
80486;2012;93023;1
80087;1908;142212;1
80118;2001;119509;1
80087;2011;137432;1
80222;2014;3429;1
80228;1900;2568;1
80030;2018;534742;1
80332;2022;247610;1
80248;2005;107072;1
80808;2020;136759;1
80248;1994;528951;1
80713;1993;187457;1
80030;2006;80990;1
80215;2005;79783;1
80806;2015;239063;1
80332;2019;434405;1
80290;2021;52898;1
80222;1999;39841;1
80688;2011;61678;1
80497;2021;97556;1
80228;1907;97604;1
80688;2022;61057;1
80649;2019;109104;1
80688;2021;851674;1
80486;2017;96814;1
80025;2005;108537;1
80806;2006;125295;1
80548;2005;115789;1
80713;2001;248431;1
80830;2005;85740;1
80649;2012;103120;1
80692;2021;115215;1
80222;2016;247030;1
80713;1994;2517;1
80222;2019;248722;1
80333;2000;2517;1
80244;2013;106854;1
80496;2022;54625;1
80087;2005;90017;1
80222;2005;613532;1
80806;2014;107038;1
80333;1993;123522;1
80633;1979;2549;1
80688;2006;6216;1
80332;1983;104214;1
80303;2013;2911;1
80486;2008;81295;1
80477;2005;117201;1
80228;2020;116041;1
80228;1947;222512;1
80637;2015;2603;1
80713;1886;109501;1
80303;2012;2895;1
80333;1993;197290;1
80486;2005;612513;1
80600;1889;99496;1
80333;2016;1328;1
80501;2005;196545;1
80333;2019;60205;1
80637;2006;141304;1
80228;1876;4649;1
80332;2005;94207;1
80333;2004;4946;1
80713;2001;249341;1
80713;1995;3142;1
80574;2005;82637;1
80118;2015;3293;1
80030;2006;89304;1
80806;2017;248458;1
80109;2010;4280;1
80574;1980;128956;1
80580;2022;129083;1
80222;2019;247030;1
80327;2013;142440;1
80598;2001;2989;1
80665;2005;113260;1
80713;2011;1286;1
80537;2022;128801;1
80713;2019;2884;1
80713;2007;137432;1
80815;2005;111859;1
80713;1998;189130;1
80649;2014;117590;1
80118;2005;103514;1
80502;2009;2996;1
80637;1889;87480;1
80665;2006;117201;1
80087;2022;248853;1
80333;2004;103772;1
80167;2007;945856;1
80222;2018;116043;1
80333;1999;4252;1
80804;2005;131840;1
80250;2007;30476;1
80713;1977;60015;1
80635;2010;139024;1
80787;2006;107117;1
80808;2006;128956;1
80649;2022;4212;1
80222;1978;3000;1
80374;2005;97084;1
80580;2006;2938;1
80333;2021;61510;1
80087;2005;79734;1
80215;2005;113893;1
80222;1995;116109;1
80633;1997;117096;1
80222;2006;245339;1
80332;1985;159536;1
80200;2012;3003;1
80665;2022;12730;1
80635;1995;3733;1
80688;2013;93023;1
80574;1980;945856;1
80688;2012;100052;1
80649;2001;2911;1
80600;2018;120732;1
80248;2005;789026;1
80228;2013;112355;1
80486;1968;88344;1
80649;1883;88502;1
80396;1976;3187;1
80806;1997;117025;1
