Insee (Pheno!Mois!Insee);Mois Obs;CD REF (pheno!mois!insee);Nb Donnees
80486;3;3967;1
80200;6;116392;1
80574;2;2669;1
80688;7;127314;1
80635;9;120246;1
80830;10;3611;1
80633;2;4564;5
80333;6;248572;2
80688;7;718362;21
80250;12;3482;1
80333;5;788980;1
80635;12;238188;1
80333;5;122101;3
80600;7;138136;4
80333;1;2750;2
80649;1;4466;1
80713;11;3388;3
80462;1;115156;1
80688;1;3187;7
80374;3;4064;1
80228;7;118477;5
80808;6;3676;13
80303;9;3140;1
80598;7;237756;1
80635;8;249503;1
80716;4;3978;1
80486;7;136751;1
80477;10;791564;1
80333;5;92;4
80496;5;2996;1
80332;6;3482;1
80537;10;93860;1
80649;9;810102;1
80118;6;4525;1
80200;8;83502;1
80713;8;3116;150
80688;12;4532;1
80649;9;11115;4
80486;6;85903;3
80327;9;133346;1
80649;7;918133;2
80665;8;116265;1
80806;6;24342;1
80486;8;3865;1
80486;5;119991;1
80244;6;128268;1
80580;6;140321;2
80167;9;128754;1
80249;2;3302;1
80248;9;74758;2
80250;6;789026;1
80486;1;96180;1
80665;8;116903;1
80248;6;91886;2
80688;9;3187;6
80548;8;11115;2
80332;6;88840;5
80600;11;3482;1
80200;8;107117;1
80598;8;530157;2
80649;6;194847;11
80635;5;129016;1
80688;9;199425;1
80290;6;4525;1
80333;9;2607;7
80149;7;718310;1
80333;5;434662;2
80713;9;655463;1
80333;3;4001;4
80713;1;81544;3
80590;4;114611;7
80250;6;30040;1
80830;7;4257;3
80635;6;113260;1
80688;11;1958;4
80832;9;610909;2
80688;7;249464;1
80228;5;4503;7
80787;7;139024;1
80228;8;104101;1
80477;7;80410;2
80025;7;194288;2
80396;10;612466;1
80222;2;247672;2
80501;7;86634;1
80332;6;151786;1
80637;11;4129;1
80665;9;89200;2
80228;12;4117;6
80580;5;88741;4
80248;6;120712;1
80713;6;9344;1
80332;8;248464;1
80422;5;100787;2
80600;6;3036;7
80665;8;248386;1
80600;6;106226;1
80806;12;117944;1
80806;7;11142;2
80600;1;73532;4
80637;4;4167;2
80332;8;198160;4
80637;8;141304;2
80633;5;3755;2
80631;9;87930;1
80787;3;1973;1
80250;10;47723;1
80713;6;197333;1
80631;5;79783;1
80637;12;4001;4
80598;5;609982;1
80665;8;106499;1
80228;8;2623;3
80713;5;3226;1
80649;3;4151;2
80333;5;2706;42
80228;6;249823;1
80574;9;129305;1
80333;6;248764;2
80332;4;249574;1
80580;1;80759;1
80833;9;189424;1
80830;11;3187;1
80787;7;104173;1
80713;1;121553;4
80713;8;248997;4
80248;5;142440;1
80248;5;96208;1
80609;4;11115;1
80688;6;92353;5
80228;4;91848;7
80692;9;4187;1
80145;8;117201;1
80665;5;94207;1
80333;4;96508;1
80713;11;2895;29
80222;9;38811;2
80496;6;53099;1
80665;7;67772;1
80333;9;113178;1
80332;6;249460;1
80222;4;4568;2
80118;8;3853;1
80486;7;107038;15
80637;6;534742;2
80806;5;889047;4
80713;6;124080;1
80332;8;4619;1
80025;7;84110;1
80635;9;1039503;1
80600;7;2473;1
80244;7;108698;1
80580;6;4001;1
80118;6;112421;1
80600;8;4035;1
80832;1;143975;2
80332;7;4686;1
80333;5;4669;5
80250;6;96749;1
80688;10;2543;4
80649;7;88752;6
80688;4;193515;6
80713;2;60776;3
80332;4;205590;1
80635;8;248726;1
80688;8;459638;1
80713;6;100133;1
80713;10;3297;11
80633;5;85798;1
80609;9;113893;1
80830;2;4564;86
80637;8;198883;1
80649;8;718424;3
80200;4;87964;1
80713;6;3755;1
80633;8;129000;4
80087;1;128062;1
80248;7;1468;1
80580;1;196579;2
80030;9;3967;1
80333;11;3161;18
80713;12;88349;1
80637;4;2767;7
80600;1;199425;4
80030;10;249513;1
80371;9;612510;1
80332;5;524576;1
80635;9;95671;1
80118;6;53104;2
80763;5;128801;1
80815;9;100225;1
80713;6;238093;1
80222;5;243367;1
80635;7;117201;2
80222;4;789026;1
80215;8;248765;1
80030;6;80759;1
80600;5;3136;3
80248;10;3424;2
80118;8;952124;1
80486;1;4597;1
80815;1;2440;1
80600;6;66832;1
80333;4;2911;26
80228;7;88478;2
80574;6;124814;1
80787;7;94164;1
80631;9;610909;1
80228;4;106419;1
80649;3;129000;2
80688;7;192232;4
80537;5;95567;1
80692;4;103162;1
80713;11;60811;4
80250;11;31545;1
80787;1;5520;2
80244;6;127454;1
80244;5;80410;1
80228;8;788985;1
80713;7;54829;1
80649;6;967136;2
80087;6;4001;1
80580;7;100142;4
80477;7;89200;2
80228;9;115215;1
80637;9;248458;1
80332;3;60731;1
80486;1;4319;1
80087;5;67074;1
80222;9;39925;1
80333;1;995396;1
80486;5;788967;1
80380;8;106499;1
80118;6;94257;1
80133;9;124164;1
80832;7;4252;1
80222;11;40611;2
80688;4;128114;1
80109;9;138811;1
80688;3;3571;1
80688;9;96534;4
80600;6;2832;4
80713;7;88949;10
80600;5;3311;1
80249;8;105502;1
80087;6;248363;2
80497;7;124080;1
80806;8;249546;2
80303;9;120732;2
80713;6;91289;5
80600;5;94273;2
80222;5;138901;2
80537;5;119818;1
80688;5;60249;1
80228;4;1991;5
80574;9;105966;1
80333;2;192728;1
80333;1;97537;1
80713;7;85079;1
80806;7;3511;2
80332;9;108027;1
80486;9;128268;7
80665;8;53598;1
80580;5;113904;3
80200;8;90681;1
80290;7;613496;1
80537;6;2996;2
80590;8;5270;1
80333;5;5446;3
80221;10;127439;1
80222;8;61057;1
80496;7;141949;1
80149;7;99359;1
80155;8;6182;1
80025;9;3774;1
80713;6;459626;15
80248;7;4319;1
80333;5;1103;1
80633;8;115280;3
80244;5;80243;1
80331;5;434442;1
80713;6;122101;8
80228;9;107711;1
80228;8;4564;4
80649;6;303125;1
80598;5;718331;1
80787;12;836203;1
80333;7;107886;3
80222;8;534753;3
80713;10;2005;5
80155;8;123154;2
80580;5;61678;1
80332;7;3424;2
80228;5;4117;26
80133;6;248601;1
80497;12;1966;1
80109;1;125024;3
80633;6;80990;1
80222;8;104160;1
80713;4;54614;1
80333;7;97434;6
80228;1;110335;2
80228;1;196532;3
80133;9;95992;1
80167;12;237965;1
80145;8;79783;1
80688;6;139706;3
80806;6;2767;4
80808;5;107073;1
80808;4;142440;6
80332;7;184703;1
80332;5;137914;1
80580;5;4319;1
80665;9;211546;1
80649;1;129092;1
80222;2;3865;2
80222;6;25556;2
80649;8;248477;1
80025;1;1966;1
80333;5;133108;2
80290;7;104854;1
80580;6;119471;1
80808;7;112738;1
80250;7;30606;1
80333;5;95563;2
80633;1;138634;1
80109;1;103287;1
80806;12;133346;1
80713;2;977;78
80149;5;3603;6
80574;7;129087;3
80228;5;4129;21
80249;8;613532;1
80589;6;122028;1
80009;6;80759;2
80200;8;131507;1
80589;6;104876;1
80228;1;4252;1
80248;4;88766;1
80713;4;3187;109
80228;6;249499;1
80716;9;122745;2
80804;5;249432;1
80333;10;54773;1
80590;4;128938;2
80030;6;197281;1
80496;5;248979;1
80344;5;129632;1
80496;6;133108;1
80167;5;114611;1
80590;9;107284;1
80486;7;248867;1
80600;6;117503;2
80248;5;129087;2
80806;8;2603;5
80149;6;3764;6
80649;1;88794;1
80806;1;80759;2
80580;8;138212;1
80598;5;119550;2
80030;6;85740;1
80290;9;248930;1
80649;7;91322;4
80228;10;3716;6
80633;5;770929;2
80422;5;108537;1
80633;7;126124;1
80692;6;3611;1
80806;5;3688;16
80486;10;95567;1
80600;8;89180;1
80713;9;99373;2
80598;10;3297;8
80692;6;60981;1
80200;8;129506;2
80222;7;83912;1
80649;9;248929;1
80222;10;49249;1
80635;8;247567;1
80716;9;718310;2
80713;11;37050;1
80688;9;102870;6
80808;2;4582;1
80333;6;105247;5
80600;7;54548;1
80713;6;1361;2
80806;5;1991;1
80713;1;142409;4
80649;2;2497;1
80147;4;83272;1
80808;9;4151;1
80649;4;237974;1
80806;6;133675;6
80333;2;2543;4
80637;8;109091;1
80486;8;248653;1
80688;6;116952;2
80716;10;61543;1
80486;8;3608;1
80713;9;4503;34
80590;8;612466;2
80688;6;86399;1
80688;12;534742;208
80486;7;115233;1
80633;1;87136;1
80713;6;53096;1
80580;5;2440;1
80303;7;113221;2
80787;7;86828;1
80580;7;96180;4
80713;6;116354;4
80609;3;3297;1
80633;4;2489;3
80333;8;2607;17
80303;7;129000;5
80281;8;51849;1
80228;5;88578;2
80633;6;97609;1
80688;8;249291;1
80250;5;38811;1
80599;9;4516;1
80248;3;3003;2
80396;4;4342;2
80688;6;100398;2
80574;7;119977;1
80228;6;105521;1
80649;6;187488;2
80787;4;4117;1
80486;3;5017;1
80649;5;119471;1
80030;9;530157;4
80665;6;5093;3
80228;1;141911;4
80590;8;116043;2
80147;5;3943;1
80713;3;1952;77
80548;7;237552;1
80830;12;4342;1
80600;7;4564;1
80600;6;92876;1
80633;7;100304;4
80815;2;128268;1
80228;10;118477;2
80600;3;198682;2
80806;7;2679;8
80713;9;115655;1
80716;9;133183;1
80030;1;4137;2
80244;9;4257;1
80486;3;197281;1
80486;8;139075;1
80600;3;1998;1
80649;10;61585;1
80832;9;132258;1
80649;8;4289;1
80548;9;128268;1
80303;9;197284;1
80633;3;11141;1
80331;6;4129;2
80149;2;11141;1
80248;8;76345;2
80228;7;2996;1
80590;6;194481;1
80222;4;136654;32
80649;10;37194;1
80637;8;606916;1
80713;8;196579;1
80167;4;92606;3
80713;6;120732;17
80333;3;977;20
80332;6;96180;1
80303;6;197264;1
80580;2;11138;1
80497;7;4035;1
80649;6;83195;3
80477;7;108996;2
80486;7;192551;1
80590;8;105247;2
80806;12;2623;6
80649;4;2497;2
80804;7;138811;1
80635;9;159536;1
80222;5;122028;7
80713;11;3402;1
80649;8;248930;1
80025;7;84061;2
80806;1;95563;1
80806;12;133675;1
80649;7;718362;4
80598;5;4582;2
80250;1;4516;1
80787;5;79783;1
80688;9;124707;2
80633;4;4252;3
80688;6;90091;1
80333;9;133034;5
80688;7;107115;6
80688;8;248874;1
80649;5;92501;1
80815;6;249050;1
80688;6;85903;1
80228;1;99211;1
80713;8;60015;5
80333;6;2607;3
80600;1;4988;6
80830;8;103375;1
80332;6;117025;7
80688;6;249052;2
80331;7;249558;1
80830;8;3791;2
80833;9;120717;1
80598;3;4117;8
80281;1;112355;1
80787;7;88753;1
80665;5;112355;1
80030;7;80358;1
80248;9;658263;1
80806;3;4280;8
80248;5;115245;1
80200;7;124080;2
80332;8;238229;1
80486;9;106742;1
80228;5;113221;1
80692;4;124261;1
80688;6;117056;6
80249;1;98651;1
80580;5;4564;2
80332;10;4342;1
80333;9;4582;1
80109;5;4064;3
80649;1;4001;11
80228;3;3302;7
80649;6;101300;1
80303;4;73577;3
80333;5;310;2
80580;8;613532;1
80477;5;190324;1
80486;6;249771;1
80303;1;2767;2
80713;6;2669;21
80030;1;4582;4
80502;3;534742;1
80331;5;103375;1
80333;6;101221;3
80222;10;47723;2
80290;9;91169;1
80649;4;3611;8
80228;7;86751;2
80248;10;75490;2
80250;10;36191;1
80200;7;108351;10
80332;5;4192;1
80228;7;192310;13
80333;3;534742;6
80333;5;138811;1
80665;7;117774;1
80649;6;247263;2
80244;1;107117;1
80486;6;140321;1
80688;6;91327;1
80688;4;192690;1
80009;3;3187;1
80649;5;4571;2
80806;8;3187;2
80167;5;82637;1
80692;6;82922;1
80713;6;94273;38
80486;7;109845;6
80327;7;54732;1
80222;10;39810;1
80333;11;4280;4
80806;12;134131;1
80228;5;113178;1
80025;8;5226;1
80133;6;248846;1
80633;6;93763;1
80486;1;133675;3
80222;6;99334;1
80713;7;104340;7
80025;6;98756;1
80631;5;112669;2
80200;4;91848;1
80333;9;96226;1
80598;1;109769;1
80009;2;3764;1
80371;8;889047;1
80649;6;1748;1
80580;5;134093;3
80155;8;142096;1
80290;11;36453;1
80249;8;770937;1
80713;10;656202;1
80635;2;11141;1
80589;1;4657;1
80633;8;115233;1
80808;5;122028;1
80633;5;5922;1
80688;1;718301;1
80030;4;4023;2
80290;6;716453;1
80633;6;117458;1
80228;5;534748;9
80215;4;2989;1
80486;3;61057;1
80688;7;107027;1
80806;7;248998;5
80713;4;2576;20
80633;5;2571;3
80688;5;105239;1
80713;10;3945;1
80333;8;4571;1
80249;8;161014;1
80637;3;459626;1
80486;10;67422;1
80590;9;140994;1
80649;6;3630;2
80599;11;3297;1
80486;1;95558;1
80025;9;107073;1
80713;6;127005;2
80580;5;4129;4
80580;3;1991;2
80025;7;100304;2
80688;1;137883;4
80303;12;2767;2
80633;3;139;2
80688;7;105502;1
80025;8;6167;1
80649;7;127314;4
80830;11;3424;10
80815;5;79908;1
80303;6;152226;11
80303;7;3116;1
80713;11;2709;2
80815;5;3465;1
80145;4;129632;1
80396;10;91169;1
80806;7;4023;233
80665;5;249055;1
80333;3;197047;1
80635;7;99334;1
80215;10;141301;1
80806;11;2706;1
80574;7;138901;1
80637;9;784182;1
80713;6;96895;1
80787;5;105431;2
80688;10;36992;1
80688;8;115258;6
80609;3;2989;1
80228;10;4607;1
80118;8;128175;1
80396;10;129586;1
80633;7;187104;3
80009;8;839012;1
80331;5;96180;1
80600;6;5476;1
80087;7;249098;1
80333;4;2715;1
80830;4;4564;119
80598;5;137507;1
80688;1;4525;154
80303;6;141499;2
80713;6;444431;2
80688;12;2559;2
80371;6;247996;1
80333;6;4252;27
80635;7;4035;1
80222;5;248109;1
80688;7;130621;1
80228;6;1966;1
80787;5;107090;1
80133;5;4127;1
80637;8;132121;1
80713;8;3226;2
80649;8;84279;1
80331;1;117874;1
80222;12;4129;1
80713;1;148252;2
80333;7;60015;1
80548;9;5554;1
80806;1;4603;2
80830;7;3967;40
80009;4;3511;2
80688;4;9492;1
80688;4;9515;1
80716;8;125391;1
80228;6;112727;3
80589;10;86305;2
80222;7;23196;9
80228;6;99373;2
80580;5;106698;5
80228;7;109845;2
80580;5;92876;3
80692;11;4525;9
80333;5;108698;1
80830;9;3941;2
80215;10;99373;1
80025;8;120678;4
80087;8;109750;2
80222;7;97947;11
80133;6;248922;1
80327;4;189424;1
80149;5;4657;1
80815;6;249252;1
80249;1;90356;1
80228;9;134239;1
80228;6;117458;2
80327;4;104854;1
80167;9;94626;1
80580;5;4195;6
80600;12;2938;3
80228;1;116941;1
80649;11;2517;1
80763;5;125014;1
80599;10;129506;1
80580;6;106499;1
80716;9;609982;3
80333;12;4669;7
80633;6;134346;7
80688;4;83272;1
80635;8;194572;1
80600;7;112745;1
80580;4;4289;4
80030;6;3551;1
80249;4;193114;1
80333;6;4603;1
80281;8;86305;1
80228;6;104173;1
80249;3;4564;2
80830;9;627745;5
80665;4;112783;1
80462;5;122745;1
80228;1;195535;1
80808;5;119473;2
80649;1;88478;1
80665;6;187488;1
80665;8;247291;1
80502;3;4582;1
80688;1;121581;1
80486;6;139802;1
80600;4;186135;2
80496;6;999933;1
80462;5;119473;1
80808;7;4308;1
80167;9;85740;1
80222;8;103547;1
80333;6;108027;12
80327;4;80759;1
80249;11;4657;1
80333;8;85502;1
80030;8;2669;2
80333;3;1998;27
80692;8;141304;1
80806;1;126124;11
80333;6;3439;7
80249;8;92854;1
80228;7;122069;2
80249;6;61425;1
80333;2;2750;3
80713;1;2790;1
80808;7;61425;2
80332;9;113842;1
80649;9;90483;1
80806;6;248878;4
80290;5;108361;1
80248;11;3302;2
80830;7;4525;122
80228;2;4649;1
80649;7;247918;1
80333;8;122069;3
80333;6;11142;2
80599;10;128042;1
80833;7;4564;1
80222;11;197281;3
80713;5;117201;1
80486;9;197334;2
80833;9;90017;1
80249;8;92302;1
80222;8;107282;1
80665;6;88569;1
80688;6;138634;15
80713;7;192421;2
80215;8;3696;1
80713;7;4289;95
80804;7;105966;2
80600;6;4167;29
80649;6;127495;2
80149;8;96775;1
80333;3;13102;1
80716;9;133346;3
80486;8;92353;6
80649;6;4129;18
80228;10;95793;1
80333;12;3726;10
80222;8;248412;2
80713;4;4040;1
80665;5;141221;1
80600;1;94572;1
80006;9;718362;1
80501;7;248572;1
80688;12;444432;2
80333;7;249775;1
80333;1;4308;1
80713;9;112426;80
80222;4;91886;1
80333;5;655656;3
80806;1;4172;34
80688;9;96613;1
80496;8;249109;1
80486;1;4280;1
80688;6;125474;2
80486;1;965;8
80688;6;127337;1
80145;8;138811;1
80808;12;4117;14
80009;5;613137;1
80374;9;125014;1
80333;8;718424;4
80333;5;965;20
80200;3;4280;1
80635;7;93023;1
80332;8;248887;1
80633;8;918133;2
80133;7;60015;3
80030;8;118016;1
80637;8;2563;1
80580;1;109091;1
80087;6;4564;2
80688;4;8963;1
80665;7;248363;1
80333;1;3764;4
80332;7;60658;1
80244;5;4525;2
80832;9;112303;1
80477;5;111859;1
80087;6;791639;1
80806;1;140994;4
80145;8;4397;1
80030;8;248232;1
80713;4;459638;2
80806;8;4254;13
80248;8;627723;1
80600;11;2543;7
80635;7;192690;5
80830;2;239138;1
80600;3;1972;40
80713;6;54773;1
80228;8;122069;1
80649;7;102990;6
80332;7;248123;1
80713;1;133108;3
80250;6;129470;1
80477;5;128956;1
80222;3;113444;2
80713;8;115145;1
80713;9;97604;8
80649;10;608364;1
80688;6;9487;1
80833;1;137432;1
80688;7;107090;11
80228;6;131693;1
80713;1;61543;3
80713;6;3263;1
80649;5;115156;4
80637;7;4023;2
80580;5;107446;1
80501;5;2571;2
80290;7;237540;1
80497;7;248314;1
80713;8;190799;2
80250;1;39396;1
80649;8;101220;1
80815;6;248398;1
80025;8;126628;1
80290;7;118993;1
80249;8;6115;1
80149;6;92606;1
80635;8;115233;1
80637;12;2517;4
80806;4;4657;7
80149;7;112355;2
80228;9;189947;3
80462;8;3302;1
80486;9;106234;1
80200;6;198226;5
80609;6;11118;1
80228;2;115258;3
80462;6;100304;1
80713;4;60878;1
80222;5;48104;1
80649;6;613631;9
80228;5;836223;3
80118;7;609982;1
80633;5;4686;2
80713;7;4619;36
80806;1;4342;26
80713;9;3967;60
80155;3;4564;1
80713;10;196664;1
80649;7;105239;2
80228;1;94273;2
80692;6;115655;1
80333;8;113809;1
80713;6;4257;128
80808;5;104854;5
80118;8;129305;1
80806;3;2440;1
80244;1;104173;2
80808;8;123863;3
80331;10;101544;1
80333;11;4649;7
80249;8;93023;1
80637;4;530157;3
80333;3;444431;34
80806;10;3733;3
80590;1;129506;1
80249;8;133108;1
80248;8;248821;1
80806;6;247184;1
80688;4;92217;4
80631;4;90017;1
80688;8;3003;1
80609;4;3003;1
80633;7;3429;1
80228;6;92029;1
80580;7;627447;1
80665;3;4001;3
80228;8;88949;1
80598;6;194069;2
80808;8;3518;5
80808;10;3676;5
80548;9;121334;1
80497;1;4466;2
80631;9;104502;1
80713;11;4001;101
80688;1;3726;1
80496;3;2989;2
80806;12;4001;11
80250;6;30299;1
80637;6;108027;8
80200;4;91378;1
80832;9;107649;1
80637;6;104903;1
80688;7;193114;1
80633;8;131730;5
80344;5;99373;2
80118;5;81569;1
80548;4;247741;1
80228;6;117530;3
80590;9;113212;1
80477;5;131859;1
80649;8;197281;2
80635;8;246214;1
80713;5;143623;2
80332;6;4525;2
80590;8;104854;2
80244;9;92876;3
80009;8;123522;1
80333;5;87964;3
80374;9;126650;1
80806;6;112745;1
80637;8;119977;1
80290;3;114114;1
80688;6;99721;11
80333;7;108027;8
80149;6;984396;1
80815;6;789479;1
80333;2;3036;1
80713;1;771713;6
80281;8;718331;1
80688;6;54773;1
80477;7;107649;2
80713;5;190485;1
80637;7;117025;4
80804;7;116759;2
80332;6;249291;1
80548;10;11118;1
80290;7;92353;1
80713;9;2576;56
80665;6;4289;1
80537;5;81541;1
80222;8;60585;2
80332;1;4936;2
80600;5;2706;37
80228;8;105966;3
80228;1;1473;1
80118;3;99373;2
80228;1;337352;2
80333;8;3142;3
80637;7;159536;2
80688;9;11122;1
80633;10;106698;1
80371;9;99359;1
80688;5;104145;3
80025;7;810968;2
80649;5;3551;5
80633;8;210264;1
80716;9;718362;2
80635;8;249053;1
80025;12;249785;1
80688;9;88753;2
80806;5;248234;1
80497;7;82757;1
80200;7;86512;1
80147;9;100310;1
80537;5;100142;1
80832;9;106499;1
80633;8;120717;1
80333;1;2603;3
80118;7;718348;4
80804;4;110966;1
80244;7;119977;1
80590;8;5284;1
80633;6;73533;4
80688;6;106499;2
80713;9;107649;8
80331;5;107072;1
80688;12;3070;18
80477;7;138623;2
80228;6;84306;1
80222;5;128476;1
80250;2;139584;1
80228;6;80759;1
80290;5;115624;1
80228;2;121581;1
80688;6;133108;11
80290;6;3676;2
80649;7;192551;1
80344;8;119977;1
80327;9;249291;1
80496;9;2072;1
80344;5;129666;2
80333;4;889056;2
80244;7;189424;1
80486;7;132818;1
80580;6;152226;5
80637;7;1966;2
80380;4;3726;2
80713;10;3039;2
80332;9;117201;1
80477;5;129470;1
80806;12;88569;1
80486;5;199101;1
80806;4;100142;1
80396;7;190602;1
80462;1;120712;1
80688;7;130953;3
80149;6;534750;1
80635;9;106213;1
80222;8;190731;1
80462;1;117774;1
80580;1;124970;2
80688;6;113579;1
80486;5;91289;1
80025;7;124756;6
80486;10;5426;1
80713;4;1984;4
80290;7;125014;1
80716;5;3764;2
80649;1;434405;3
80244;6;141499;1
80149;4;116089;1
80025;6;611598;1
80497;7;119471;1
80333;3;2504;1
80149;10;60249;1
80303;9;100584;2
80649;10;122630;1
80589;10;128660;1
80228;6;95980;1
80649;9;134346;1
80763;5;984396;1
80222;1;718359;1
80598;8;3764;1
80713;11;100104;1
80486;3;3003;1
80087;7;249521;6
80222;3;248763;1
80806;3;3293;1
80303;10;4583;2
80222;6;4507;4
80290;9;190324;1
80580;3;75093;1
80333;7;61618;1
80486;6;4151;2
80332;1;88720;2
80633;6;86828;1
80332;9;198838;6
80155;4;952124;1
80635;6;106499;13
80688;3;4619;1
80477;7;86634;2
80249;4;4525;1
80637;7;2489;2
80688;5;192690;9
80548;6;1027359;1
80303;4;4064;2
80118;6;142987;2
80609;9;114658;1
80145;8;123863;1
80228;5;3551;11
80228;6;107085;6
80806;7;248688;5
80580;8;2679;1
80118;7;96229;1
80228;5;95927;3
80333;9;351;1
80248;8;248928;1
80250;5;30666;1
80333;7;107038;2
80333;6;813611;1
80713;5;457228;1
80244;9;718362;2
80222;5;104903;3
80244;4;92217;3
80688;10;11141;3
80332;6;103120;3
80692;9;3611;2
80806;5;139024;1
80221;6;434442;1
80333;11;105870;18
80248;5;3424;1
80580;9;124034;2
80713;10;61714;1
80637;6;117774;2
80804;4;98651;1
80303;1;530157;1
80332;7;248397;1
80713;10;226901;1
80808;11;3941;3
80118;1;101210;1
80580;1;85486;2
80815;5;249032;1
80331;7;248829;3
80248;5;3967;1
80486;2;2741;3
80215;4;3978;1
80713;3;61357;1
80787;7;88794;1
80496;7;112355;1
80600;7;119550;3
80688;8;100142;1
80665;6;247711;1
80333;2;609982;1
80333;8;64213;1
80548;9;92302;1
80331;5;103514;1
80649;10;142164;1
80830;10;4525;63
80804;11;4516;1
80633;7;124569;1
80806;6;88794;2
80808;4;104854;6
80692;6;98921;1
80025;7;129477;2
80580;7;116392;3
80030;5;60674;1
80009;8;119977;1
80649;8;249347;1
80649;8;85740;3
80155;8;119977;1
80149;7;94207;14
80649;7;245876;1
80649;5;124034;5
80600;11;4127;5
80290;9;95558;1
80477;5;141221;1
80344;4;198226;1
80806;1;3518;3
80332;6;3943;1
80806;9;105433;1
80688;3;2840;2
80633;4;95933;1
80290;7;249842;1
80713;7;1984;2
80222;8;444430;1
80633;1;87540;1
80633;6;96465;14
80713;8;3696;119
80713;1;4137;9
80633;6;138785;1
80374;7;4129;1
80633;7;60249;1
80030;8;1882;1
80815;6;248878;1
80649;9;791636;1
80713;10;718310;2
80808;7;4564;14
80244;9;187402;1
80580;9;187488;2
80250;11;45662;1
80688;1;143975;1
80688;6;60585;4
80502;10;138212;1
80249;8;140321;1
80200;1;5939;1
80600;1;65415;1
80688;1;132790;1
80713;10;60205;2
80222;11;104160;1
80580;7;143636;1
80635;3;3755;1
80462;1;128175;4
80396;4;3297;2
80486;4;249024;1
80806;6;132707;1
80580;1;2808;2
80580;8;98717;1
80228;5;125295;3
80580;7;129506;1
80228;8;88720;1
80009;5;4117;4
80688;7;247030;2
80501;12;3302;1
80333;5;95980;1
80806;12;105433;2
80649;7;91289;4
80688;7;90208;2
80600;2;1972;7
80600;7;114332;2
80486;4;109861;1
80380;8;125474;1
80574;7;139468;1
80589;7;190602;1
80649;6;1463;1
80806;1;6632;3
80713;6;1897;2
80631;9;108996;1
80590;9;85903;1
80713;9;4245;3
80009;2;2623;1
80228;1;96229;1
80589;10;106234;1
80806;7;2623;4
80716;10;37248;1
80716;1;85186;1
80600;4;281;12
80244;7;192690;1
80688;5;189857;1
80580;5;4117;3
80333;7;612416;8
80030;11;2767;2
80497;5;90669;1
80333;4;60716;1
80167;4;92501;3
80303;8;116142;1
80496;3;4564;2
80713;4;3461;1
80688;6;107085;13
80228;2;2757;3
80589;10;91258;1
80222;6;252;4
80333;8;120192;3
80250;4;124814;1
80806;12;99570;3
80248;8;184839;1
80633;6;127029;1
80009;12;3967;1
80806;5;125899;1
80688;4;2486;1
80327;4;103514;1
80030;6;91382;1
80637;4;1972;8
80228;1;107027;3
80222;5;248363;1
80713;8;528950;1
80248;4;98921;2
80713;10;184555;3
80713;11;36084;1
80228;7;131313;3
80228;1;2489;2
80806;1;6789;3
80332;6;129147;1
80832;9;788980;2
80250;1;39092;1
80600;7;109091;11
80688;1;126035;1
80333;1;814245;1
80333;5;193114;3
80688;7;139802;2
80222;10;106581;1
80332;5;192690;1
80290;5;92876;1
80228;6;889047;17
80228;7;185157;1
80600;8;93860;3
80763;3;3943;1
80600;5;4583;9
80332;6;197281;2
80228;3;60811;3
80303;1;188962;1
80303;6;6167;1
80215;10;128832;1
80815;6;248936;1
80332;10;197816;1
80221;10;79734;2
80248;3;4117;2
80637;5;3070;5
80713;8;829862;1
80501;7;918133;1
80763;10;4564;1
80228;11;2808;1
80633;4;77424;1
80590;9;131693;1
80633;5;102870;1
80303;2;4564;3
80249;10;2989;3
80688;5;143636;1
80222;9;249815;1
80600;6;140478;1
80688;12;4280;7
80806;1;2706;14
80600;7;198769;1
80333;3;4280;5
80580;5;90017;3
80713;4;196579;1
80327;7;11142;1
80222;2;129470;1
80118;7;65322;1
80087;7;88318;10
80548;4;128175;1
80333;5;132264;3
80333;3;4342;3
80713;5;61667;2
80009;8;54548;1
80637;8;103316;1
80537;5;119977;1
80228;1;53595;1
80688;3;3941;1
80713;4;54279;1
80637;1;128268;1
80713;4;9192;1
80590;8;80243;1
80109;6;198226;1
80633;7;88752;15
80688;2;3978;7
80333;6;91289;8
80332;6;141214;1
80228;8;119471;2
80649;5;108996;1
80713;7;60776;1
80332;5;184644;1
80713;1;2747;1
80806;1;121999;4
80497;6;4319;1
80806;8;190355;2
80806;5;3741;1
80633;9;105441;1
80688;4;963550;2
80133;6;248918;1
80087;8;249269;2
80228;8;2901;5
80713;6;4117;73
80649;3;3482;2
80333;6;94503;3
80804;7;92302;1
80332;7;237410;1
80637;1;2669;1
80713;7;113260;8
80133;9;984396;1
80228;7;139605;1
80633;5;3482;2
80590;1;60981;1
80087;8;249291;2
80713;7;3293;40
80713;4;2794;5
80087;3;2543;1
80025;7;118477;9
80422;5;5476;1
80303;10;609982;1
80633;8;4023;6
80637;10;3696;1
80688;5;534753;1
80009;8;125014;1
80333;6;127294;4
80030;2;4582;3
80333;6;107027;1
80332;9;198160;1
80600;2;2576;13
80228;9;4342;7
80589;1;61057;2
80344;8;100045;1
80087;8;93023;1
80333;5;83653;2
80688;4;84110;1
80580;7;85820;1
80600;4;836222;32
80228;8;134086;4
80486;6;117766;1
80332;5;239523;2
80290;5;89200;1
80167;9;128660;1
80600;2;3726;4
80713;9;717361;3
80200;8;128467;1
