Insee (Pheno!Mois!Insee);Mois Obs;CD REF (pheno!mois!insee);Nb Donnees
80806;8;210936;1
80713;2;4494;1
80808;12;3603;2
80713;6;141499;2
80200;8;248285;1
80580;8;655656;1
80806;8;132695;1
80713;11;36649;1
80333;5;112400;1
80688;12;3161;6
80637;8;104854;2
80635;7;112550;1
80830;1;81648;1
80228;1;4137;2
80333;9;4151;1
80025;7;80243;2
80215;10;117201;1
80649;11;32988;1
80688;7;211069;2
80806;10;4494;6
80806;9;3611;1
80501;7;80759;1
80228;7;2832;1
80327;9;10004;1
80600;7;952124;2
80665;5;22347;1
80333;5;103364;2
80649;4;2623;5
80713;1;1966;62
80200;8;248597;1
80222;5;96271;1
80649;6;192551;2
80806;6;248400;4
80633;4;2497;10
80222;9;193565;1
80806;8;4583;2
80486;6;197775;2
80713;8;4582;20
80333;8;113134;1
80477;5;127294;1
80228;1;2576;2
80290;7;85740;1
80250;11;31463;1
80244;7;108361;2
80665;9;786033;1
80649;12;2411;1
80830;8;123522;1
80333;5;3511;2
80333;8;3255;1
80635;1;1998;1
80631;9;120717;1
80249;8;192690;1
80635;8;249293;1
80248;5;193114;2
80600;1;913308;1
80496;8;81569;1
80713;11;44641;1
80688;6;196467;2
80290;7;789479;1
80248;9;658154;4
80580;1;88741;1
80580;12;103772;1
80087;5;94273;7
80496;5;128476;1
80333;5;146004;1
80808;3;128268;1
80025;7;107073;4
80688;3;4342;11
80688;4;103057;2
80333;1;2669;4
80396;10;128298;1
80228;2;2891;1
80806;1;4257;5
80692;3;79908;1
80713;7;88477;2
80333;6;4212;20
80600;10;3696;1
80600;9;86124;1
80374;9;92302;1
80303;7;60015;4
80688;10;99359;2
80635;9;104854;1
80303;6;89316;1
80167;4;126650;2
80486;5;2706;5
80249;6;79278;1
80580;7;82922;1
80713;3;96271;1
80590;8;189424;1
80087;5;248232;2
80030;6;98921;1
80688;5;115470;16
80332;8;184660;1
80600;8;88840;1
80713;8;185131;1
80688;7;109516;1
80688;9;248388;1
80222;9;31456;1
80713;11;36945;1
80496;7;717533;1
80147;9;108351;1
80649;6;190355;3
80133;1;85250;1
80200;4;103057;1
80600;8;131730;7
80030;5;4669;1
80600;9;2517;8
80635;9;79908;1
80688;7;107440;2
80380;8;87930;1
80635;7;98921;1
80580;6;198883;2
80692;4;82757;1
80333;5;106419;1
80787;11;216336;1
80713;6;111921;1
80222;4;61510;2
80222;4;133346;5
80486;6;92631;2
80600;7;127547;9
80331;3;84112;1
80808;2;61714;1
80815;10;4466;1
80332;4;4167;3
80649;6;94267;2
80149;6;11141;1
80713;11;2911;33
80228;5;4686;1
80713;10;92782;1
80371;5;92606;1
80637;10;4564;1
80713;1;53747;1
80374;9;128268;1
80087;5;98643;1
80149;8;4319;1
80649;8;120717;2
80580;8;5873;1
80649;7;106698;1
80688;7;54818;1
80248;4;54526;1
80222;3;249626;2
80804;6;60981;1
80600;5;3603;6
80025;7;121999;1
80599;10;117774;1
80332;7;126124;1
80713;10;2739;1
80600;6;141706;1
80228;11;3293;2
80133;11;4117;5
80599;10;3865;1
80688;7;2741;3
80633;6;193689;2
80303;3;117025;1
80331;5;121201;1
80244;12;3764;1
80580;1;194615;1
80688;5;100310;1
80635;5;127692;1
80600;8;88741;4
80580;8;5826;2
80228;1;3187;4
80713;5;2747;24
80633;4;5506;9
80688;9;39346;1
80633;8;142052;7
80633;6;107649;2
80374;1;113579;1
80222;6;51771;1
80713;12;1958;242
80333;10;1972;32
80600;7;133108;11
80228;10;97434;1
80637;8;128077;1
80537;5;107440;1
80332;6;249549;1
80688;9;91378;7
80633;7;247621;1
80248;6;132258;1
80580;1;197334;2
80222;8;4619;1
80221;9;3603;1
80806;4;105431;1
80149;5;3791;2
80598;9;11141;1
80649;7;248363;3
80333;9;93023;1
80228;5;129092;1
80600;1;4516;1
80713;10;75323;1
80030;5;249291;1
80665;7;108345;1
80830;8;612466;1
80250;1;103320;1
80649;8;193114;2
80244;9;129000;1
80167;4;103057;4
80637;4;836222;14
80228;5;126124;2
80832;6;99373;1
80830;1;61057;1
80633;6;121201;1
80631;9;87480;1
80633;6;2506;1
80574;6;106499;2
80496;11;95558;1
80808;2;99233;4
80537;10;100052;1
80692;4;100310;1
80228;4;136658;1
80025;3;3755;2
80228;12;2808;2
80713;8;2607;30
80832;6;84999;1
80713;1;99482;1
80228;4;3745;2
80633;7;106353;2
80637;4;2734;1
80030;8;4023;10
80600;4;4023;55
80118;8;90681;1
80600;11;163253;2
80713;8;96180;21
80599;10;95567;1
80332;6;98334;1
80713;9;3741;18
80149;7;141214;1
80244;7;132529;1
80303;7;91169;1
80815;2;89304;1
80228;2;84110;1
80830;8;11122;1
80590;9;91912;1
80332;5;2832;1
80589;6;80243;1
80496;8;3003;2
80118;3;81569;2
80222;11;53741;1
80713;9;889056;9
80380;1;60716;1
80598;5;80243;1
80635;9;2832;1
80222;6;88792;1
80149;1;4001;19
80222;8;11141;1
80649;5;4142;7
80688;6;112738;1
80333;4;120717;1
80333;5;2757;3
80832;7;4525;2
80333;7;52440;1
80649;4;530157;11
80806;10;2517;3
80244;6;117025;1
80087;4;3791;3
80804;7;718303;1
80637;11;4117;1
80281;8;788980;1
80716;5;4129;1
80808;5;95563;1
80637;6;92353;1
80713;2;61057;6
80244;4;2616;1
80713;7;2567;3
80333;6;249108;3
80228;5;8944;1
80600;8;3371;3
80333;7;130584;1
80713;9;2911;70
80806;7;192681;1
80486;4;91378;1
80228;8;249347;1
80815;6;4252;1
80713;10;809448;1
80290;7;248933;1
80692;3;114416;1
80332;7;249051;2
80422;8;239081;1
80598;9;60585;1
80327;10;61678;1
80303;4;2669;1
80228;1;132369;5
80222;8;999933;1
80222;5;243598;1
80600;4;240004;1
80580;7;88569;8
80149;7;108537;3
80333;5;2753;1
80688;4;836203;1
80649;4;281;10
80635;8;248412;1
80155;4;99373;1
80221;3;60674;1
80574;7;87930;1
80631;9;5279;1
80633;6;107073;1
80713;10;81569;1
80808;7;108996;1
80688;6;122101;1
80713;8;248929;2
80149;1;4117;38
80228;1;116142;1
80692;6;4466;1
80250;6;128924;1
80333;4;190639;3
80631;4;115865;1
80806;8;248998;2
80496;3;82637;1
80228;6;781863;1
80025;1;125024;3
80327;5;129092;1
80688;6;115233;1
80087;8;104214;1
80649;1;4503;7
80087;10;51822;1
80590;9;104903;1
80333;2;4564;4
80486;9;95983;3
80713;11;3258;1
80228;5;115156;2
80222;8;247263;1
80815;5;4280;1
80147;9;82018;1
80200;8;112745;1
80688;4;109297;1
80248;12;4001;2
80649;11;3967;1
80633;5;109091;1
80222;5;3791;10
80118;7;109869;1
80763;5;4917;1
80806;12;104144;2
80713;6;3465;40
80497;9;193826;1
80249;8;788980;1
80580;1;2559;3
80649;6;788980;1
80222;1;132790;3
80332;8;248460;1
80692;5;3059;4
80025;7;337240;1
80248;9;189609;3
80331;5;108537;1
80222;7;247032;1
80806;4;3439;1
80665;7;185214;1
80222;4;97452;31
80333;6;249219;3
80600;7;138682;8
80303;4;2623;2
80332;4;281;10
80830;7;61153;1
80290;3;4280;3
80637;6;104155;2
80222;1;110966;1
80633;6;135306;2
80200;6;129506;1
80222;6;248983;1
80290;5;128832;1
80221;10;90307;1
80649;5;64248;1
80548;9;123863;1
80763;5;95558;1
80167;5;80410;1
80486;8;103772;5
80333;10;1952;17
80580;7;91378;8
80649;9;4583;1
80633;6;4155;7
80688;1;2603;2
80486;5;3943;1
80815;6;247367;1
80815;8;249050;1
80637;10;4117;1
80333;12;534742;3
80333;6;530157;13
80713;8;193634;3
80609;9;97141;1
80332;7;609982;1
80333;10;34665;1
80303;3;102797;3
80333;4;115233;1
80600;9;96585;1
80303;4;2576;1
80763;5;82757;1
80815;3;2676;1
80688;7;148086;1
80221;6;11141;1
80637;1;61281;1
80787;7;127439;2
80200;8;211146;1
80486;6;351;1
80332;10;184804;4
80087;5;139468;1
80333;1;134086;1
80688;3;124578;2
80228;8;53668;1
80371;5;80990;1
80486;1;87136;2
80548;9;1038698;1
80633;8;91289;2
80637;8;116759;1
80332;6;131693;1
80147;5;4117;1
80332;6;3039;3
80713;1;3388;2
80333;6;141911;3
80030;8;112550;1
80713;5;195181;1
80155;4;120717;1
80200;4;143636;1
80486;9;122069;2
80649;6;146004;1
80501;7;92606;1
80580;9;100584;2
80477;5;124261;1
80215;10;122028;1
80692;6;190355;1
80537;5;124125;1
80290;6;4280;3
80665;6;118993;1
80333;8;192697;1
80228;7;4212;1
80222;8;23196;3
80600;7;3764;2
80633;12;3059;1
80713;7;718310;4
80109;1;117774;1
80688;6;142164;2
80333;5;3741;6
80713;2;2709;11
80221;10;139468;1
80806;12;87476;1
80167;4;129305;1
80713;4;2767;122
80248;5;100142;3
80598;12;4342;1
80635;5;239081;2
80248;5;2989;2
80787;5;80243;1
80600;5;3967;5
80548;9;135306;1
80030;2;2747;1
80713;4;4127;1
80688;4;459626;2
80713;6;219831;1
80600;2;2543;10
80333;6;3540;5
80688;7;103375;1
80637;1;83832;2
80806;7;85798;2
80599;10;610909;1
80713;6;836222;34
80332;7;248401;1
80244;9;107038;3
80580;12;100045;1
80249;5;2989;4
80649;5;92876;1
80590;8;119473;1
80333;6;248784;2
80649;3;2603;1
80222;8;116043;1
80580;5;197;1
80830;2;791564;1
80713;1;102797;3
80637;7;54829;1
80713;2;2437;5
80118;5;91378;1
80692;3;134631;1
80250;6;116759;1
80688;5;193689;1
80025;1;99570;1
80600;1;88720;3
80713;4;3511;1
80303;9;197816;1
80598;2;3978;3
80149;6;116903;3
80649;8;211069;1
80248;6;196579;2
80688;8;2603;7
80692;9;140374;1
80713;8;670234;1
80589;5;4013;1
80380;8;80358;1
80589;6;193515;1
80665;5;96180;2
80665;9;118477;3
80290;9;86305;1
80333;5;130028;2
80580;6;4117;2
80149;6;189390;1
80087;4;136654;1
80333;8;4308;1
80396;6;3853;1
80635;5;3943;1
80371;8;22561;1
80290;9;141499;1
80833;6;81541;1
80713;1;88949;7
80713;1;65278;11
80633;1;117025;1
80118;8;141499;1
80333;8;139605;1
80200;6;129147;2
80486;8;249120;2
80649;3;4167;1
80580;7;84999;1
80830;6;4474;1
80222;10;30883;1
80344;8;126628;2
80580;8;1036884;1
80637;5;3465;5
80688;5;107649;1
80118;6;98865;2
80806;12;80759;1
80167;4;133076;1
80244;6;96519;2
80713;12;3518;3
80303;6;100387;4
80228;1;65889;1
80333;9;718362;2
80600;8;124407;1
80145;8;5873;1
80692;8;96180;6
80486;8;129147;2
80548;9;718424;1
80250;1;34201;1
80763;5;124967;1
80222;2;534753;2
80688;12;3187;1
80221;10;610909;1
80118;6;94626;1
80030;4;965;18
80030;5;3791;4
80025;8;5617;1
80692;4;129470;2
80228;11;3482;1
80228;9;128298;1
80598;5;104876;1
80665;6;249068;2
80228;4;1474;1
80830;4;3611;32
80688;12;3726;1
80580;8;131242;1
80600;1;119812;9
80600;6;91289;4
80537;5;92606;1
80688;7;791641;2
80830;8;90356;1
80713;9;105433;1
80832;4;4564;2
80665;7;761806;1
80688;6;79045;1
80713;1;132695;1
80600;8;127314;3
80486;8;109750;1
80830;8;3764;31
80486;1;88344;4
80332;9;88752;1
80025;7;96180;4
80333;7;3192;2
80590;10;61153;2
80486;7;108345;6
80228;8;132229;1
80486;8;107886;1
80633;1;60015;1
80808;2;3187;4
80665;4;249579;1
80215;7;3424;2
80333;5;3195;25
80633;6;136654;1
80637;9;238352;1
80303;6;105966;2
80228;1;125238;1
80486;1;122069;2
80713;6;2757;2
80087;7;91289;1
80303;5;11141;2
80580;6;95933;1
80303;6;91289;4
80665;6;249032;3
80806;1;6251;2
80649;1;2576;3
80713;3;3059;69
80333;1;113260;2
80637;6;128268;3
80649;1;106499;1
80637;6;81637;5
80665;5;97141;1
80713;1;112355;2
80248;9;189146;2
80580;1;81856;1
80713;12;444432;1
80716;9;114611;1
80118;6;87476;1
80371;9;134346;1
80486;5;249064;1
80688;8;965;5
80087;5;24872;1
80688;1;4342;16
80574;7;107282;1
80688;7;91378;15
80290;5;114332;1
80030;7;999933;1
80145;4;83272;1
80600;5;889047;20
80713;11;32644;1
80222;9;510325;1
80327;7;248314;1
80688;12;4129;7
80637;8;190324;1
80713;1;128062;1
80637;5;127547;1
80025;5;143636;1
80806;9;239063;1
80200;8;248913;1
80574;9;129147;1
80200;4;6182;1
80713;11;44174;1
80580;8;5911;1
80599;10;100052;1
80118;8;125014;1
80149;7;103375;1
80462;9;11122;1
80087;5;2832;1
80109;9;123164;1
80688;2;100310;1
80600;1;125024;4
80688;5;4289;10
80332;4;4142;1
80222;6;248497;1
80574;7;106234;1
80580;7;105442;1
80580;6;92501;1
80609;9;141221;1
80380;10;4582;1
80228;5;79908;2
80222;8;248516;1
80228;6;3302;2
80249;2;4686;1
80649;7;81569;1
80332;3;444430;1
80228;6;3967;13
80633;6;931968;7
80333;6;718406;4
80006;9;80990;1
80713;6;109139;6
80637;6;2517;3
80025;8;101221;1
80635;9;134093;1
80692;8;105966;2
80649;9;4001;4
80009;8;104775;1
80502;4;4117;30
80486;3;61448;1
80633;4;108361;1
80649;5;3070;9
80030;7;97452;1
80665;5;89304;1
80580;1;761965;2
80332;8;189947;11
80030;5;2895;5
80635;6;159536;4
80486;7;245788;1
80637;1;132529;1
80462;9;112975;1
80167;9;119780;1
80688;6;117255;8
80222;10;3187;1
80025;7;123522;2
80228;6;8876;2
80333;3;2790;1
80025;5;11141;1
80713;6;61568;1
80145;8;121201;1
80332;7;221718;1
80025;6;627745;1
80333;7;99221;1
80333;6;248894;1
80332;1;112426;1
80713;6;3676;28
80244;9;87480;1
80688;8;91169;2
80228;5;148252;1
80713;5;88921;9
80713;6;3243;1
80248;2;3518;1
80333;5;4564;26
80688;5;109020;5
80665;6;191213;1
80598;5;4466;1
80249;8;97962;1
80228;1;128077;1
80374;1;123141;1
80109;1;117201;2
80600;5;88318;1
80600;1;81272;2
80222;4;97947;35
80030;6;94503;1
80580;7;119473;3
80832;6;84524;1
80649;7;246214;1
80589;5;2517;1
80590;4;192551;1
80637;8;113525;1
80303;7;184612;1
80222;6;249672;2
80665;6;247367;1
80804;5;4280;2
80486;8;79908;6
80649;7;3311;1
80713;10;204952;1
80290;7;249038;1
80222;10;32182;1
80590;8;122745;2
80600;7;198226;5
80713;5;88318;2
80109;9;141221;1
80713;4;457363;1
80486;8;84524;1
80713;6;96465;8
80830;4;3003;3
80009;10;60015;1
80396;10;112303;1
80477;7;79783;2
80688;7;249463;1
80815;1;6677;1
80649;1;718366;2
80815;1;114589;1
80332;7;109422;1
80688;9;2938;1
80637;9;237892;1
80228;9;3429;41
80633;9;2878;1
80250;6;717533;1
80147;11;3302;2
80344;7;91886;2
80087;5;137522;1
80688;7;1972;1
80713;2;199425;7
80248;10;521482;1
80167;7;4001;1
80030;6;84999;1
80635;4;80759;1
80649;11;281;1
80713;3;3716;2
80600;7;100382;2
80649;1;1043669;1
80649;5;3059;8
80025;5;534742;1
80333;11;1966;6
80580;5;99373;4
80806;1;124798;4
80649;6;23915;1
80806;6;129000;11
80109;9;5226;1
80087;4;115156;1
80633;8;249116;1
80665;3;195277;1
80609;9;127439;1
80599;10;79783;1
80030;7;4212;1
80806;7;96852;1
80808;7;61290;1
80333;10;101544;1
80333;8;134346;4
80025;5;95922;1
80649;4;4503;13
80228;11;2878;1
80332;6;248232;1
80290;7;128476;1
80649;1;4582;1
80087;7;104126;3
80633;1;103027;2
80133;9;115624;1
80574;9;91912;1
80228;5;184804;1
80713;8;127439;2
80009;11;191053;1
80222;9;34286;1
80333;1;97145;3
80806;6;91823;4
80333;8;93190;2
80713;7;196617;3
80688;12;2630;1
80486;8;96508;4
80815;5;249064;1
80228;12;3656;1
80631;5;80322;1
80806;1;190355;2
80248;5;132790;1
80713;3;241469;1
80215;3;3424;1
80688;1;534751;2
80332;10;183839;1
80600;7;88720;6
80333;8;53759;3
80333;6;249049;1
80600;2;814245;10
80637;6;3003;1
80149;7;113904;4
80574;9;132243;1
80501;5;534742;1
80333;8;139009;2
80333;7;249341;1
80167;5;999933;1
80649;1;148435;4
80486;6;609982;1
80806;6;889047;6
80248;10;66333;1
80600;4;2706;62
80649;8;211131;1
80228;10;86400;2
80688;7;190324;3
80631;7;105869;2
80167;5;103057;1
80244;9;998489;2
80200;8;113893;2
80497;1;3070;1
80806;1;128175;2
80200;9;4466;1
80228;10;4582;7
80633;8;2623;1
80244;7;97434;1
80371;5;95372;1
80665;5;123522;3
80688;10;37053;1
80649;4;91848;3
80808;8;97962;6
80371;5;83272;1
80631;8;116142;1
80332;7;1015419;1
80713;5;100142;5
80331;5;189406;1
80631;5;3774;1
80222;1;94164;2
80688;4;11141;2
80228;7;185171;2
80222;8;107795;1
80333;7;542871;3
80649;9;66268;1
80649;3;192615;1
80599;10;105966;1
80486;3;4503;1
80713;6;931968;4
80502;4;2996;17
80609;5;237797;1
80649;1;88802;7
80501;5;4187;3
80787;7;109091;1
80290;7;248688;1
80486;8;85852;1
80688;7;105266;1
80248;10;67765;1
80244;7;129147;1
80713;2;3388;6
80087;5;48110;1
80303;6;121555;3
80830;7;101300;1
80832;6;80990;1
80371;4;3764;1
80333;7;97490;1
80580;5;88833;6
80030;4;1966;1
80600;3;2586;10
80635;4;248829;1
80815;9;97346;1
80635;9;99418;1
80228;3;3106;7
80600;6;4319;2
80006;1;4525;2
80332;6;189424;1
80331;8;3003;1
80806;8;534752;14
80806;6;124578;1
80228;9;3302;705
80574;9;100052;1
80649;11;4619;2
80580;5;107880;1
80290;6;4035;2
80635;4;3003;1
80025;8;6046;2
80688;5;138637;8
80665;5;10004;1
80574;9;129087;1
80631;1;61057;1
80333;6;116354;2
80087;10;90192;2
80248;8;918133;1
80249;5;80390;1
80763;5;79734;2
80649;12;4516;7
80025;5;112727;1
80688;1;88720;4
80333;8;127546;2
80222;9;4564;1
80221;9;3726;1
80496;8;54671;1
80649;1;3733;1
80332;5;4001;2
80688;7;117774;2
80637;9;248384;1
80333;9;717361;2
80806;4;4466;4
80633;7;459069;1
80688;7;132258;1
80145;4;93308;1
80815;5;82757;1
80147;9;116043;1
80716;9;6218;1
80609;9;61543;1
80574;6;97141;1
80598;5;125014;1
80118;8;100104;1
80200;6;123522;2
80580;9;4657;1
80486;12;105431;1
80763;5;142440;1
80422;5;100225;2
80087;7;61379;1
80228;7;100289;2
80496;4;4466;2
80688;7;109881;2
80633;6;79908;2
80333;4;4013;23
80087;9;248401;1
80149;4;4289;1
80600;8;133346;2
80713;6;249754;1
80635;5;61290;1
80200;8;613496;2
80133;4;116759;1
80808;4;83272;2
80665;6;249294;1
80830;8;84061;2
80374;8;3518;1
80228;8;136658;4
80145;8;945856;2
80806;7;4319;3
80633;6;248998;1
80580;1;194551;1
80497;6;248877;1
80631;9;81978;1
80637;3;4151;3
80200;8;123863;1
80228;8;2938;4
80332;9;237880;1
80832;9;114611;1
80830;5;3551;5
80692;6;107795;1
80333;5;107886;1
80228;8;4151;1
80486;8;3619;1
80332;7;22182;1
80030;7;965;2
80649;5;61448;2
80713;3;4129;15
80787;7;103027;2
80133;9;100104;1
80713;11;41589;1
80248;6;4564;2
80600;4;4280;21
80290;6;249776;1
80806;7;249053;1
80228;3;2741;7
80228;1;81544;3
80806;12;138682;1
80665;6;100045;1
80649;9;61379;1
80222;8;128268;1
80087;7;247629;1
80149;1;61057;1
80228;7;81856;8
80422;4;11141;1
80248;1;434671;1
80087;1;117096;1
80477;5;609982;1
80806;5;4659;9
80832;1;99334;2
80333;7;2702;11
80250;5;92854;1
80633;7;88318;1
80222;12;3424;4
80633;7;85112;1
80303;6;115624;3
80118;6;718362;3
80332;6;94164;1
80637;8;87712;1
80806;12;192302;1
80665;7;247553;1
80637;8;101221;1
80806;5;248386;1
80228;8;126034;3
80665;5;222337;1
80228;12;2517;5
80333;4;116142;6
80637;6;61678;3
80332;10;248541;1
80637;6;190355;1
80486;5;116392;1
80030;7;131693;1
80806;7;141221;1
80331;5;122745;1
80713;3;4127;4
80713;9;133034;8
80250;11;37089;1
80221;6;92876;2
80580;5;133108;2
80580;4;2895;2
80635;8;1882;1
80248;6;529064;3
80303;4;4289;2
80228;5;189376;1
80649;8;3967;2
80600;1;60585;2
80332;6;92353;2
80501;7;94207;1
80600;6;67422;1
80222;10;4117;1
80228;3;3420;1
80649;5;4001;50
80332;9;100304;2
80222;5;4686;2
80149;1;2623;3
80332;6;106854;1
80030;3;3755;2
80600;4;3429;5
80808;3;3967;3
80200;8;249342;2
80462;4;4564;3
80688;6;102797;2
80688;6;93023;1
80087;4;112421;1
80692;8;80358;1
80537;5;91886;1
80496;6;197264;1
80333;4;435912;1
80713;9;88833;4
80333;1;104340;4
80649;11;65636;1
80228;7;1027359;1
80688;5;4503;2
80713;11;31847;1
80118;6;108027;4
80332;7;246214;1
80716;5;2623;1
80804;4;114332;1
80477;5;198883;1
80600;7;117096;4
80600;1;113178;1
80688;8;119556;13
80600;1;124412;1
80688;5;152218;2
80222;4;60731;1
80713;7;127454;1
80713;5;718370;1
80804;5;249032;1
80665;6;86828;2
80599;12;248722;1
80333;8;1966;5
80333;4;115156;1
80815;5;82637;2
80486;7;784165;2
80815;5;4013;1
80248;12;3967;3
80688;6;248127;2
80806;7;248709;2
80633;4;101220;3
80716;6;236411;1
80580;8;281;1
80228;5;4001;8
80713;8;233242;1
80635;6;3696;3
80303;6;718348;1
80548;7;237796;1
80537;5;128268;1
80633;6;104876;1
80333;4;3195;20
80244;9;88794;1
80633;4;5491;1
80574;7;718316;3
80249;8;197264;1
80396;4;3429;1
80649;6;198127;2
80228;4;3696;21
80248;4;137073;2
80228;6;118397;1
80344;5;86305;1
80118;7;98921;4
80244;12;3424;1
80244;7;92876;2
80025;7;98756;3
80228;1;65300;4
80716;3;444430;1
80580;8;5021;1
80808;7;99108;2
80087;7;248587;1
80649;3;259;12
80155;1;106499;2
80025;7;119915;3
80631;9;107446;2
80496;6;123711;1
80222;6;54636;1
80665;5;89200;3
80713;1;118993;2
80118;8;141304;1
80486;5;125355;1
80633;6;139706;8
80333;10;107887;1
80804;3;4657;1
80155;8;105966;1
80580;8;2517;24
80030;5;627745;3
80248;6;131693;1
80808;7;119780;1
80228;8;28962;1
80228;1;53973;1
80222;5;95563;7
80228;5;2616;27
80804;1;103301;1
80635;3;207053;1
80332;6;103375;4
80025;8;79783;1
80713;12;4657;5
80600;1;197047;1
80228;11;128175;1
80222;7;61714;2
80633;6;185378;1
80574;6;92606;1
80250;10;61510;1
80303;6;117503;1
80713;1;65376;2
80600;5;4503;9
80713;7;4142;3
80580;8;4525;2
80344;8;91382;1
80589;10;89304;1
80167;4;110410;1
80333;12;3195;24
80332;8;609982;1
80637;2;2559;1
80580;1;2794;1
80635;7;2669;2
80631;9;121334;1
80222;8;184888;9
80815;10;4001;1
80649;2;3603;1
80649;9;249513;1
80548;2;4001;2
80590;4;718377;1
80649;1;190485;1
80303;6;120732;5
80371;8;248995;1
80228;9;836203;5
80147;9;85740;1
80222;1;96208;1
80025;7;998489;1
80228;7;143623;1
80665;4;249626;1
80804;7;249098;1
80633;7;4582;5
80665;6;107440;1
80649;1;101210;1
80109;9;6677;1
80787;2;1998;1
80248;4;248593;1
80598;5;237727;1
80422;4;114611;1
80118;6;132707;1
80133;7;237892;1
80303;7;102990;1
80155;5;199863;1
80333;9;4657;1
80635;5;789026;4
80688;8;120712;1
80228;8;249462;1
80637;8;86305;1
80688;8;119509;3
80333;9;609982;2
80713;10;113809;2
80422;3;100225;1
80331;5;117458;1
80574;4;113842;1
80109;6;97947;1
80333;6;124080;1
80228;1;959;5
80118;8;107649;1
80688;7;131985;1
80244;4;187488;2
80396;3;3161;1
80665;8;249007;1
