Afficher Niveau;Afficher Niveau good;Classe;Famille;Gbif Id;Group1 Inpn;Group2 Inpn;Group3 Inpn;Nom Complet;Nom Valide;Nom Vern;Ordre;Phylum;Rang;Regne;Sous Famille;Tribu;URL;Url Inpn;Cd Nom;CD REF (taxonomie);Habitat
Hemiptera;Animalia;Insecta;Miridae;6096743;Arthropodes;Insectes;Hémiptères;Dicyphus errans (Wolff, 1804);Dicyphus errans (Wolff, 1804);;Hemiptera;Arthropoda;ES;Animalia;Bryocorinae;Dicyphini;https://taxref.mnhn.fr/taxref-web/taxa/237896;https://inpn.mnhn.fr/espece/cd_nom/237896;237896;237896;3
Hemiptera;Animalia;Insecta;Miridae;5759170;Arthropodes;Insectes;Hémiptères;Pilophorus cinnamopterus (Kirschbaum, 1856);Pilophorus cinnamopterus (Kirschbaum, 1856);;Hemiptera;Arthropoda;ES;Animalia;Phylinae;Pilophorini;https://taxref.mnhn.fr/taxref-web/taxa/237446;https://inpn.mnhn.fr/espece/cd_nom/237446;237446;237446;3
Hymenoptera;Animalia;Insecta;Colletidae;1348620;Arthropodes;Insectes;Hyménoptères;Colletes daviesanus Smith, 1846;Colletes daviesanus Smith, 1846;;Hymenoptera;Arthropoda;ES;Animalia;Colletinae;Colletini;https://taxref.mnhn.fr/taxref-web/taxa/53110;https://inpn.mnhn.fr/espece/cd_nom/53110;53110;53110;3
Hymenoptera;Animalia;Insecta;Cynipidae;4496895;Arthropodes;Insectes;Hyménoptères;Cynips quercusfolii Linnaeus, 1758;Cynips quercusfolii Linnaeus, 1758;;Hymenoptera;Arthropoda;ES;Animalia;Cynipinae;Cynipini;https://taxref.mnhn.fr/taxref-web/taxa/236439;https://inpn.mnhn.fr/espece/cd_nom/236439;236439;236439;3
Hemiptera;Animalia;Insecta;Miridae;2010563;Arthropodes;Insectes;Hémiptères;Lygus Hahn, 1833;Lygus Hahn, 1833;;Hemiptera;Arthropoda;GN;Animalia;Mirinae;Mirini;https://taxref.mnhn.fr/taxref-web/taxa/194346;;194346;194346;
Lepidoptera;Animalia;Insecta;Crambidae;9101339;Arthropodes;Insectes;Lépidoptères;Anania lancealis (Denis & Schiffermüller, 1775);Anania lancealis (Denis & Schiffermüller, 1775);Pyrale de l'Eupatoire (La), Botys lancéolé (Le);Lepidoptera;Arthropoda;ES;Animalia;Pyraustinae;Pyraustini;https://taxref.mnhn.fr/taxref-web/taxa/791641;https://inpn.mnhn.fr/espece/cd_nom/791641;791641;791641;3
Hymenoptera;Animalia;Insecta;Megachilidae;5039315;Arthropodes;Insectes;Hyménoptères;Osmia bicornis (Linnaeus, 1758);Osmia bicornis (Linnaeus, 1758);Osmie rousse;Hymenoptera;Arthropoda;ES;Animalia;Megachilinae;Osmiini;https://taxref.mnhn.fr/taxref-web/taxa/816756;https://inpn.mnhn.fr/espece/cd_nom/816756;816756;816756;3
Diptera;Animalia;Insecta;Cecidomyiidae;1601050;Arthropodes;Insectes;Diptères;Rabdophaga rosaria (Loew, 1850);Rabdophaga rosaria (Loew, 1850);;Diptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/977793;https://inpn.mnhn.fr/espece/cd_nom/977793;977793;977793;3
Hymenoptera;Animalia;Insecta;Argidae;8599762;Arthropodes;Insectes;Hyménoptères;Aproceros leucopoda Takeuchi, 1939;Aproceros leucopoda Takeuchi, 1939;Tenthrède zigzag de l’Orme;Hymenoptera;Arthropoda;ES;Animalia;Sterictiphorinae;;https://taxref.mnhn.fr/taxref-web/taxa/897029;https://inpn.mnhn.fr/espece/cd_nom/897029;897029;897029;3
Hymenoptera;Animalia;Insecta;Chrysididae;7903;Arthropodes;Insectes;Hyménoptères;Chrysididae Latreille, 1802;Chrysididae Latreille, 1802;Guêpe-coucou;Hymenoptera;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/185157;;185157;185157;3
Diptera;Animalia;Insecta;Chloropidae;1490387;Arthropodes;Insectes;Diptères;Platycephala umbraculata (Fabricius, 1794);Platycephala umbraculata (Fabricius, 1794);;Diptera;Arthropoda;ES;Animalia;Chloropinae;Mepachymerini;https://taxref.mnhn.fr/taxref-web/taxa/216711;https://inpn.mnhn.fr/espece/cd_nom/216711;216711;216711;3
Coleoptera;Animalia;Insecta;Geotrupidae;4994132;Arthropodes;Insectes;Coléoptères;Geotrupes stercorarius (Linnaeus, 1758);Geotrupes stercorarius (Linnaeus, 1758);Géotrupe du fumier, Bousier;Coleoptera;Arthropoda;ES;Animalia;Geotrupinae;Geotrupini;https://taxref.mnhn.fr/taxref-web/taxa/10548;https://inpn.mnhn.fr/espece/cd_nom/10548;10548;10548;3
Coleoptera;Animalia;Insecta;Nitidulidae;4453163;Arthropodes;Insectes;Coléoptères;Glischrochilus quadrisignatus (Say, 1835);Glischrochilus quadrisignatus (Say, 1835);;Coleoptera;Arthropoda;ES;Animalia;Cryptarchinae;Cryptarchini;https://taxref.mnhn.fr/taxref-web/taxa/239261;https://inpn.mnhn.fr/espece/cd_nom/239261;239261;239261;3
Hymenoptera;Animalia;Insecta;Ichneumonidae;1298050;Arthropodes;Insectes;Hyménoptères;Ichneumon Linnaeus, 1758;Ichneumon Linnaeus, 1758;;Hymenoptera;Arthropoda;GN;Animalia;Ichneumoninae;Ichneumonini;https://taxref.mnhn.fr/taxref-web/taxa/193565;;193565;193565;3
Lepidoptera;Animalia;Insecta;Tortricidae;1745558;Arthropodes;Insectes;Lépidoptères;Epinotia solandriana (Linnaeus, 1758);Epinotia solandriana (Linnaeus, 1758);;Lepidoptera;Arthropoda;ES;Animalia;Olethreutinae;Eucosmini;https://taxref.mnhn.fr/taxref-web/taxa/247337;https://inpn.mnhn.fr/espece/cd_nom/247337;247337;247337;3
Lepidoptera;Animalia;Insecta;Geometridae;1957565;Arthropodes;Insectes;Lépidoptères;Peribatodes ilicaria (Geyer, 1833);Peribatodes ilicaria (Geyer, 1833);Boarmie de l'Yeuse (La);Lepidoptera;Arthropoda;ES;Animalia;Ennominae;Boarmiini;https://taxref.mnhn.fr/taxref-web/taxa/248894;https://inpn.mnhn.fr/espece/cd_nom/248894;248894;248894;3
Diptera;Animalia;Insecta;Syrphidae;5071172;Arthropodes;Insectes;Diptères;Leucozona lucorum (Linnaeus, 1758);Leucozona lucorum (Linnaeus, 1758);;Diptera;Arthropoda;ES;Animalia;Syrphinae;Syrphini;https://taxref.mnhn.fr/taxref-web/taxa/23137;https://inpn.mnhn.fr/espece/cd_nom/23137;23137;23137;3
Lepidoptera;Animalia;Insecta;Oecophoridae;1837172;Arthropodes;Insectes;Lépidoptères;Endrosis sarcitrella (Linnaeus, 1758);Endrosis sarcitrella (Linnaeus, 1758);;Lepidoptera;Arthropoda;ES;Animalia;Oecophorinae;Oecophorini;https://taxref.mnhn.fr/taxref-web/taxa/246193;https://inpn.mnhn.fr/espece/cd_nom/246193;246193;246193;3
Coleoptera;Animalia;Insecta;Staphylinidae;4442829;Arthropodes;Insectes;Coléoptères;Callicerus rigidicornis (Erichson, 1839);Callicerus rigidicornis (Erichson, 1839);;Coleoptera;Arthropoda;ES;Animalia;Aleocharinae;Athetini;https://taxref.mnhn.fr/taxref-web/taxa/244161;https://inpn.mnhn.fr/espece/cd_nom/244161;244161;244161;3
Araneae;Animalia;Arachnida;Araneidae;2159201;Arthropodes;Arachnides;Araignées;Larinioides Caporiacco, 1934;Larinioides Caporiacco, 1934;;Araneae;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/193855;;193855;193855;
Hymenoptera;Animalia;Insecta;Diprionidae;4492176;Arthropodes;Insectes;Hyménoptères;Macrodiprion nemoralis (Enslin, 1917);Macrodiprion nemoralis (Enslin, 1917);;Hymenoptera;Arthropoda;ES;Animalia;Diprioninae;;https://taxref.mnhn.fr/taxref-web/taxa/231787;https://inpn.mnhn.fr/espece/cd_nom/231787;231787;231787;3
Araneae;Animalia;Arachnida;Philodromidae;5169559;Arthropodes;Arachnides;Araignées;Philodromus rufus Walckenaer, 1826;Philodromus rufus Walckenaer, 1826;;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1680;https://inpn.mnhn.fr/espece/cd_nom/1680;1680;1680;3
Lepidoptera;Animalia;Insecta;Tortricidae;1740183;Arthropodes;Insectes;Lépidoptères;Acleris emargana (Fabricius, 1775);Acleris emargana (Fabricius, 1775);;Lepidoptera;Arthropoda;ES;Animalia;Tortricinae;Tortricini;https://taxref.mnhn.fr/taxref-web/taxa/247615;https://inpn.mnhn.fr/espece/cd_nom/247615;247615;247615;3
Diptera;Animalia;Insecta;Tabanidae;1499136;Arthropodes;Insectes;Diptères;Tabanus bovinus Linnaeus, 1758;Tabanus bovinus Linnaeus, 1758;Taon à ventre jaunâtre & taches triangulaires blanches;Diptera;Arthropoda;ES;Animalia;Tabaninae;Tabanini;https://taxref.mnhn.fr/taxref-web/taxa/22346;https://inpn.mnhn.fr/espece/cd_nom/22346;22346;22346;3
Coleoptera;Animalia;Insecta;Elateridae;1162063;Arthropodes;Insectes;Coléoptères;Melanotus Eschscholtz, 1829;Melanotus Eschscholtz, 1829;;Coleoptera;Arthropoda;GN;Animalia;Elaterinae;Elaterini;https://taxref.mnhn.fr/taxref-web/taxa/194574;;194574;194574;
Coleoptera;Animalia;Insecta;Tenebrionidae;4308848;Arthropodes;Insectes;Coléoptères;Phaleria cadaverina (Fabricius, 1792);Phaleria cadaverina (Fabricius, 1792);;Coleoptera;Arthropoda;ES;Animalia;Diaperinae;Phaleriini;https://taxref.mnhn.fr/taxref-web/taxa/12003;https://inpn.mnhn.fr/espece/cd_nom/12003;12003;12003;3
Coleoptera;Animalia;Insecta;Meloidae;1046316;Arthropodes;Insectes;Coléoptères;Meloe Linnaeus, 1758;Meloe Linnaeus, 1758;;Coleoptera;Arthropoda;GN;Animalia;Meloinae;Meloini;https://taxref.mnhn.fr/taxref-web/taxa/194599;;194599;194599;
Diptera;Animalia;Insecta;Syrphidae;1539204;Arthropodes;Insectes;Diptères;Sphaerophoria rueppelli (Wiedemann, 1830);Sphaerophoria rueppellii (Wiedemann, 1830);;Diptera;Arthropoda;ES;Animalia;Syrphinae;Syrphini;https://taxref.mnhn.fr/taxref-web/taxa/24320;https://inpn.mnhn.fr/espece/cd_nom/24320;24320;913324;3
Coleoptera;Animalia;Insecta;Histeridae;6278072;Arthropodes;Insectes;Coléoptères;Hypocaccus dimidiatus maritimus (Stephens, 1830);Hypocaccus dimidiatus maritimus (Stephens, 1830);;Coleoptera;Arthropoda;SSES;Animalia;Saprininae;;https://taxref.mnhn.fr/taxref-web/taxa/251515;https://inpn.mnhn.fr/espece/cd_nom/251515;251515;251515;3
Coleoptera;Animalia;Insecta;Staphylinidae;4308862;Arthropodes;Insectes;Coléoptères;Cafius xantholoma (Gravenhorst, 1806);Cafius xantholoma (Gravenhorst, 1806);;Coleoptera;Arthropoda;ES;Animalia;Staphylininae;Staphylinini;https://taxref.mnhn.fr/taxref-web/taxa/243059;https://inpn.mnhn.fr/espece/cd_nom/243059;243059;243059;5
Coleoptera;Animalia;Insecta;Hydrophilidae;1034431;Arthropodes;Insectes;Coléoptères;Cercyon littoralis (Gyllenhal, 1808);Cercyon littoralis (Gyllenhal, 1808);;Coleoptera;Arthropoda;ES;Animalia;Sphaeridiinae;Megasternini;https://taxref.mnhn.fr/taxref-web/taxa/8979;https://inpn.mnhn.fr/espece/cd_nom/8979;8979;8979;8
Coleoptera;Animalia;Insecta;Chrysomelidae;1048862;Arthropodes;Insectes;Coléoptères;Phratora Chevrolat, 1836;Phratora Chevrolat, 1836;;Coleoptera;Arthropoda;GN;Animalia;Chrysomelinae;Chrysomelini;https://taxref.mnhn.fr/taxref-web/taxa/203729;;203729;203729;
Diptera;Animalia;Insecta;Cecidomyiidae;1593406;Arthropodes;Insectes;Diptères;Didymomyia tiliacea (Bremi, 1847);Didymomyia tiliacea (Bremi, 1847);;Diptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/21577;https://inpn.mnhn.fr/espece/cd_nom/21577;21577;21577;3
Lepidoptera;Animalia;Insecta;Erebidae;1803163;Arthropodes;Insectes;Lépidoptères;Utetheisa pulchella (Linnaeus, 1758);Utetheisa pulchella (Linnaeus, 1758);Gentille (La), Ecaille du Myosotis (L');Lepidoptera;Arthropoda;ES;Animalia;Arctiinae;Arctiini;https://taxref.mnhn.fr/taxref-web/taxa/249081;https://inpn.mnhn.fr/espece/cd_nom/249081;249081;249081;3
Hemiptera;Animalia;Insecta;Gerridae;5866108;Arthropodes;Insectes;Hémiptères;Aquarius paludum (Fabricius, 1794);Aquarius paludum (Fabricius, 1794);Porteur d'eau palustre;Hemiptera;Arthropoda;ES;Animalia;Gerrinae;Gerrini;https://taxref.mnhn.fr/taxref-web/taxa/237327;https://inpn.mnhn.fr/espece/cd_nom/237327;237327;237327;2
Lepidoptera;Animalia;Insecta;Geometridae;4524426;Arthropodes;Insectes;Lépidoptères;Ennomos erosaria (Denis & Schiffermüller, 1775);Ennomos erosaria (Denis & Schiffermüller, 1775);Ennomos rongée (L');Lepidoptera;Arthropoda;ES;Animalia;Ennominae;Ennomini;https://taxref.mnhn.fr/taxref-web/taxa/248931;https://inpn.mnhn.fr/espece/cd_nom/248931;248931;248931;3
Lepidoptera;Animalia;Insecta;Adelidae;4522916;Arthropodes;Insectes;Lépidoptères;Nematopogon swammerdamella (Linnaeus, 1758);Nematopogon swammerdamella (Linnaeus, 1758);;Lepidoptera;Arthropoda;ES;Animalia;Nematopogoninae;;https://taxref.mnhn.fr/taxref-web/taxa/245325;https://inpn.mnhn.fr/espece/cd_nom/245325;245325;245325;3
Pseudoscorpiones;Animalia;Arachnida;;1161;Arthropodes;Arachnides;Pseudoscorpions;Pseudoscorpiones De Geer, 1778;Pseudoscorpiones De Geer, 1778;Pseudoscorpions;Pseudoscorpiones;Arthropoda;OR;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/183845;;183845;183845;
Diptera;Animalia;Insecta;Syrphidae;1537266;Arthropodes;Insectes;Diptères;Syrphus ribesii (Linnaeus, 1758);Syrphus ribesii (Linnaeus, 1758);Syrphe du groseillier;Diptera;Arthropoda;ES;Animalia;Syrphinae;Syrphini;https://taxref.mnhn.fr/taxref-web/taxa/23163;https://inpn.mnhn.fr/espece/cd_nom/23163;23163;23163;3
Lepidoptera;Animalia;Insecta;Crambidae;1884403;Arthropodes;Insectes;Lépidoptères;Catoptria falsella (Denis & Schiffermüller, 1775);Catoptria falsella (Denis & Schiffermüller, 1775);Crambus douteux;Lepidoptera;Arthropoda;ES;Animalia;Crambinae;Crambini;https://taxref.mnhn.fr/taxref-web/taxa/248283;https://inpn.mnhn.fr/espece/cd_nom/248283;248283;248283;3
Lepidoptera;Animalia;Insecta;Erebidae;8148822;Arthropodes;Insectes;Lépidoptères;Epicallia villica (Linnaeus, 1758);Arctia villica (Linnaeus, 1758);Ecaille fermière (L'), Ecaille villageoise (L');Lepidoptera;Arthropoda;ES;Animalia;Arctiinae;Arctiini;https://taxref.mnhn.fr/taxref-web/taxa/716695;https://inpn.mnhn.fr/espece/cd_nom/716695;716695;249055;3
Lepidoptera;Animalia;Insecta;Ypsolophidae;4525497;Arthropodes;Insectes;Lépidoptères;Ypsolopha ustella (Clerck, 1759);Ypsolopha ustella (Clerck, 1759);;Lepidoptera;Arthropoda;ES;Animalia;Ypsolophinae;;https://taxref.mnhn.fr/taxref-web/taxa/245810;https://inpn.mnhn.fr/espece/cd_nom/245810;245810;245810;3
Coleoptera;Animalia;Insecta;Chrysomelidae;1048344;Arthropodes;Insectes;Coléoptères;Galerucella nymphaeae (Linnaeus, 1758);Galerucella nymphaeae (Linnaeus, 1758);;Coleoptera;Arthropoda;ES;Animalia;Galerucinae;Galerucini;https://taxref.mnhn.fr/taxref-web/taxa/12725;https://inpn.mnhn.fr/espece/cd_nom/12725;12725;12725;3
Lepidoptera;Animalia;Insecta;Tortricidae;1745634;Arthropodes;Insectes;Lépidoptères;Epinotia nisella (Clerck, 1759);Epinotia nisella (Clerck, 1759);;Lepidoptera;Arthropoda;ES;Animalia;Olethreutinae;Eucosmini;https://taxref.mnhn.fr/taxref-web/taxa/247364;https://inpn.mnhn.fr/espece/cd_nom/247364;247364;247364;3
Lepidoptera;Animalia;Insecta;Geometridae;5147478;Arthropodes;Insectes;Lépidoptères;Idaea rusticata (Denis & Schiffermüller, 1775);Idaea rusticata (Denis & Schiffermüller, 1775);Acidalie campagnarde (L'), Acidalie des ibères (L');Lepidoptera;Arthropoda;ES;Animalia;Sterrhinae;Sterrhini;https://taxref.mnhn.fr/taxref-web/taxa/248431;https://inpn.mnhn.fr/espece/cd_nom/248431;248431;248431;3
Lepidoptera;Animalia;Insecta;Tortricidae;1741725;Arthropodes;Insectes;Lépidoptères;Endothenia ericetana (Humphreys & Westwood, 1845);Endothenia ericetana (Humphreys & Westwood, 1845);;Lepidoptera;Arthropoda;ES;Animalia;Olethreutinae;Olethreutini;https://taxref.mnhn.fr/taxref-web/taxa/247154;https://inpn.mnhn.fr/espece/cd_nom/247154;247154;247154;3
Lepidoptera;Animalia;Insecta;Noctuidae;1759673;Arthropodes;Insectes;Lépidoptères;Lithophane leautieri (Boisduval, 1829);Lithophane leautieri (Boisduval, 1829);Xyline du Cyprès (La);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Xylenini;https://taxref.mnhn.fr/taxref-web/taxa/249610;https://inpn.mnhn.fr/espece/cd_nom/249610;249610;249610;3
Coleoptera;Animalia;Insecta;Elateridae;7825;Arthropodes;Insectes;Coléoptères;Elateridae Leach, 1815;Elateridae Leach, 1815;Taupins;Coleoptera;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/184735;;184735;184735;
Diptera;Animalia;Insecta;Agromyzidae;1551672;Arthropodes;Insectes;Diptères;Phytomyza ilicis Curtis, 1846;Phytomyza ilicis Curtis, 1846;Mouche du houx;Diptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/25556;https://inpn.mnhn.fr/espece/cd_nom/25556;25556;25556;3
Lepidoptera;Animalia;Insecta;Geometridae;1981696;Arthropodes;Insectes;Lépidoptères;Minoa murinata (Scopoli, 1763);Minoa murinata (Scopoli, 1763);Souris (La), Phalène de l'Euphorbe (La);Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Asthenini;https://taxref.mnhn.fr/taxref-web/taxa/248517;https://inpn.mnhn.fr/espece/cd_nom/248517;248517;248517;3
Lepidoptera;Animalia;Insecta;Crambidae;5126680;Arthropodes;Insectes;Lépidoptères;Anania verbascalis (Denis & Schiffermüller, 1775);Anania verbascalis (Denis & Schiffermüller, 1775);Botys du bouillon-blanc;Lepidoptera;Arthropoda;ES;Animalia;Pyraustinae;Pyraustini;https://taxref.mnhn.fr/taxref-web/taxa/248123;https://inpn.mnhn.fr/espece/cd_nom/248123;248123;248123;3
Coleoptera;Animalia;Insecta;Scraptiidae;4760;Arthropodes;Insectes;Coléoptères;Scraptiidae Gistel, 1848;Scraptiidae Gistel, 1848;;Coleoptera;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/184712;;184712;184712;
Diptera;Animalia;Insecta;Culicidae;1652991;Arthropodes;Insectes;Diptères;Culex pipiens Linnaeus, 1758;Culex pipiens Linnaeus, 1758;Moustique commun, Maringouin;Diptera;Arthropoda;ES;Animalia;Culicinae;Culicini;https://taxref.mnhn.fr/taxref-web/taxa/225136;https://inpn.mnhn.fr/espece/cd_nom/225136;225136;225136;8
Lepidoptera;Animalia;Insecta;Geometridae;1977003;Arthropodes;Insectes;Lépidoptères;Rheumaptera undulata (Linnaeus, 1758);Rheumaptera undulata (Linnaeus, 1758);Phalène ondulée (La);Lepidoptera;Arthropoda;ES;Animalia;Larentiinae;Rheumapterini;https://taxref.mnhn.fr/taxref-web/taxa/782834;https://inpn.mnhn.fr/espece/cd_nom/782834;782834;782834;3
Hemiptera;Animalia;Insecta;Veliidae;7343916;Arthropodes;Insectes;Hémiptères;Velia caprai caprai Tamanini, 1947;Velia caprai caprai Tamanini, 1947;;Hemiptera;Arthropoda;SSES;Animalia;Veliinae;;https://taxref.mnhn.fr/taxref-web/taxa/252251;https://inpn.mnhn.fr/espece/cd_nom/252251;252251;252251;8
Lepidoptera;Animalia;Insecta;Coleophoridae;1843897;Arthropodes;Insectes;Lépidoptères;Coleophora Hübner, 1822;Coleophora Hübner, 1822;;Lepidoptera;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/210264;;210264;210264;
Lepidoptera;Animalia;Insecta;Noctuidae;5883757;Arthropodes;Insectes;Lépidoptères;Chortodes fluxa (Hübner, 1809);Photedes fluxa (Hübner, 1809);Nonagrie fluide (La);Lepidoptera;Arthropoda;ES;Animalia;Noctuinae;Apameini;https://taxref.mnhn.fr/taxref-web/taxa/249363;https://inpn.mnhn.fr/espece/cd_nom/249363;249363;520904;3
Diptera;Animalia;Insecta;Syrphidae;1542175;Arthropodes;Insectes;Diptères;Tropidia scita (Harris, 1780);Tropidia scita (Harris, 1780);;Diptera;Arthropoda;ES;Animalia;Eristalinae;Milesiini;https://taxref.mnhn.fr/taxref-web/taxa/24584;https://inpn.mnhn.fr/espece/cd_nom/24584;24584;24584;3
Coleoptera;Animalia;Insecta;Staphylinidae;6097542;Arthropodes;Insectes;Coléoptères;Plataraea brunnea (Fabricius, 1798);Plataraea brunnea (Fabricius, 1798);;Coleoptera;Arthropoda;ES;Animalia;Aleocharinae;Athetini;https://taxref.mnhn.fr/taxref-web/taxa/643141;https://inpn.mnhn.fr/espece/cd_nom/643141;643141;643141;3
Coleoptera;Animalia;Insecta;Anthicidae;4457616;Arthropodes;Insectes;Coléoptères;Notoxus monoceros (Linnaeus, 1761);Notoxus monoceros (Linnaeus, 1761);;Coleoptera;Arthropoda;ES;Animalia;Notoxinae;;https://taxref.mnhn.fr/taxref-web/taxa/12127;https://inpn.mnhn.fr/espece/cd_nom/12127;12127;12127;3
Diptera;Animalia;Insecta;Agromyzidae;1554147;Arthropodes;Insectes;Diptères;Amauromyza labiatarum (Hendel, 1920);Amauromyza labiatarum (Hendel, 1920);;Diptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/25347;https://inpn.mnhn.fr/espece/cd_nom/25347;25347;25347;3
Diptera;Animalia;Insecta;Anisopodidae;1501452;Arthropodes;Insectes;Diptères;Sylvicola Harris, 1780;Sylvicola Harris, 1780;;Diptera;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/198114;;198114;198114;
Hemiptera;Animalia;Insecta;Miridae;4487956;Arthropodes;Insectes;Hémiptères;Dryophilocoris flavoquadrimaculatus (De Geer, 1773);Dryophilocoris flavoquadrimaculatus (De Geer, 1773);;Hemiptera;Arthropoda;ES;Animalia;Orthotylinae;Orthotylini;https://taxref.mnhn.fr/taxref-web/taxa/237720;https://inpn.mnhn.fr/espece/cd_nom/237720;237720;237720;3
Coleoptera;Animalia;Insecta;Curculionidae;9218834;Arthropodes;Insectes;Coléoptères;Pachyrhinus lethierryi (Desbrochers des Loges, 1875);Pachyrhinus lethierryi (Desbrochers des Loges, 1875);Pachyrhine de Lethierry;Coleoptera;Arthropoda;ES;Animalia;Entiminae;Polydrusini;https://taxref.mnhn.fr/taxref-web/taxa/242658;https://inpn.mnhn.fr/espece/cd_nom/242658;242658;242658;3
Hemiptera;Animalia;Insecta;Miridae;4487660;Arthropodes;Insectes;Hémiptères;Dichrooscytus gustavi Josifov, 1981;Dichrooscytus gustavi Josifov, 1981;;Hemiptera;Arthropoda;ES;Animalia;Mirinae;Mirini;https://taxref.mnhn.fr/taxref-web/taxa/237806;https://inpn.mnhn.fr/espece/cd_nom/237806;237806;237806;3
Coleoptera;Animalia;Insecta;Elateridae;;Arthropodes;Insectes;Coléoptères;Ampedini Fleutiaux, 1947;Ampedini Fleutiaux, 1947;;Coleoptera;Arthropoda;TR;Animalia;Elaterinae;Ampedini;https://taxref.mnhn.fr/taxref-web/taxa/730067;;730067;730067;3
Diptera;Animalia;Insecta;Stratiomyidae;1581104;Arthropodes;Insectes;Diptères;Odontomyia angulata (Panzer, 1798);Odontomyia angulata (Panzer, 1798);;Diptera;Arthropoda;ES;Animalia;Stratiomyinae;Stratiomyini;https://taxref.mnhn.fr/taxref-web/taxa/22182;https://inpn.mnhn.fr/espece/cd_nom/22182;22182;22182;8
Hemiptera;Animalia;Insecta;Miridae;8166399;Arthropodes;Insectes;Hémiptères;Polymerus nigrita (Fallén, 1807);Polymerus nigrita (Fallén, 1807);;Hemiptera;Arthropoda;ES;Animalia;Mirinae;Mirini;https://taxref.mnhn.fr/taxref-web/taxa/237737;https://inpn.mnhn.fr/espece/cd_nom/237737;237737;237737;3
Coleoptera;Animalia;Insecta;Staphylinidae;6097533;Arthropodes;Insectes;Coléoptères;Platystethus cornutus (Gravenhorst, 1802);Platystethus cornutus (Gravenhorst, 1802);;Coleoptera;Arthropoda;ES;Animalia;Oxytelinae;Oxytelini;https://taxref.mnhn.fr/taxref-web/taxa/243572;https://inpn.mnhn.fr/espece/cd_nom/243572;243572;243572;3
Trombidiformes;Animalia;Arachnida;Hydrachnidae;3664;Arthropodes;Arachnides;Acariens;Hydrachnidae Leach, 1815;Hydrachnidae Leach, 1815;;Trombidiformes;Arthropoda;FM;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/184146;;184146;184146;
Coleoptera;Animalia;Insecta;Staphylinidae;4436603;Arthropodes;Insectes;Coléoptères;Quedius curtipennis Bernhauer, 1908;Quedius curtipennis Bernhauer, 1908;;Coleoptera;Arthropoda;ES;Animalia;Staphylininae;Staphylinini;https://taxref.mnhn.fr/taxref-web/taxa/329445;https://inpn.mnhn.fr/espece/cd_nom/329445;329445;329445;3
Hymenoptera;Animalia;Insecta;Megachilidae;1336431;Arthropodes;Insectes;Hyménoptères;Megachile maritima (Kirby, 1802);Megachile maritima (Kirby, 1802);;Hymenoptera;Arthropoda;ES;Animalia;Megachilinae;Megachilini;https://taxref.mnhn.fr/taxref-web/taxa/53159;https://inpn.mnhn.fr/espece/cd_nom/53159;53159;53159;3
Lepidoptera;Animalia;Insecta;Crambidae;5126675;Arthropodes;Insectes;Lépidoptères;Anania funebris (Strøm, 1768);Anania funebris (Strøm, 1768);Botys à huit taches;Lepidoptera;Arthropoda;ES;Animalia;Pyraustinae;Pyraustini;https://taxref.mnhn.fr/taxref-web/taxa/248124;https://inpn.mnhn.fr/espece/cd_nom/248124;248124;248124;3
Lepidoptera;Animalia;Insecta;Geometridae;5769072;Arthropodes;Insectes;Lépidoptères;Agriopis aurantiaria (Hübner, 1799);Phigaliohybernia aurantiaria (Hübner, 1799);Hibernie orangée (L');Lepidoptera;Arthropoda;ES;Animalia;Ennominae;Boarmiini;https://taxref.mnhn.fr/taxref-web/taxa/248849;https://inpn.mnhn.fr/espece/cd_nom/248849;248849;781852;3
Araneae;Animalia;Arachnida;Dictynidae;2144644;Arthropodes;Arachnides;Araignées;Argenna subnigra (O. Pickard-Cambridge, 1861);Argenna subnigra (O. Pickard-Cambridge, 1861);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1085;https://inpn.mnhn.fr/espece/cd_nom/1085;1085;1085;3
Araneae;Animalia;Arachnida;Lycosidae;2146739;Arthropodes;Arachnides;Araignées;Pirata piraticus (Clerck, 1758);Pirata piraticus (Clerck, 1758);Pirate commune;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/931;https://inpn.mnhn.fr/espece/cd_nom/931;931;931;3
