Afficher Niveau;Afficher Niveau good;Classe;Famille;Gbif Id;Group1 Inpn;Group2 Inpn;Group3 Inpn;Nom Complet;Nom Valide;Nom Vern;Ordre;Phylum;Rang;Regne;Sous Famille;Tribu;URL;Url Inpn;Cd Nom;CD REF (taxonomie);Habitat
Poales;Poales;Equisetopsida;Juncaceae;2701599;Trachéophytes;Angiospermes;Blebleble;Juncus compressus Jacq., 1762;Juncus compressus Jacq., 1762;Jonc comprimé, Jonc à tiges comprimées;Poales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/104155;https://inpn.mnhn.fr/espece/cd_nom/104155;104155;104155;3
Hypnales;Hypnales;Equisetopsida;Calliergonaceae;2681676;Bryophytes;Mousses;Blebleble;Calliergon giganteum (Schimp.) Kindb., 1894;Calliergon giganteum (Schimp.) Kindb., 1894;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5464;https://inpn.mnhn.fr/espece/cd_nom/5464;5464;5464;3
Caryophyllales;Caryophyllales;Equisetopsida;Amaranthaceae;5567893;Trachéophytes;Angiospermes;Blebleble;Salicornia fragilis P.W.Ball & Tutin, 1959;Salicornia procumbens subsp. procumbens Sm., 1813;Salicorne couchée;Caryophyllales;;ES;Plantae;Salicornioideae;;https://taxref.mnhn.fr/taxref-web/taxa/119882;https://inpn.mnhn.fr/espece/cd_nom/119882;119882;788981;7
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;6391631;Trachéophytes;Angiospermes;Blebleble;Rumex acetosa subsp. acetosa L., 1753;Rumex acetosa subsp. acetosa L., 1753;Patience oseille, Oseille des prés, Rumex oseille, Grande oseille, Oseille commune, Surelle;Caryophyllales;;SSES;Plantae;Polygonoideae;Rumiceae;https://taxref.mnhn.fr/taxref-web/taxa/140321;https://inpn.mnhn.fr/espece/cd_nom/140321;140321;140321;3
Asterales;Asterales;Equisetopsida;Asteraceae;7222599;Trachéophytes;Angiospermes;Blebleble;Sonchus arvensis subsp. arvensis L., 1753;Sonchus arvensis subsp. arvensis L., 1753;Laiteron des champs;Asterales;;SSES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/141301;https://inpn.mnhn.fr/espece/cd_nom/141301;141301;141301;3
Rosales;Rosales;Equisetopsida;Rosaceae;7272211;Trachéophytes;Angiospermes;Blebleble;Argentina anserina subsp. anserina (L.) Rydb., 1899;Argentina anserina subsp. anserina (L.) Rydb., 1899;Potentille ansérine, Ansérine, Argentine ansérine, Potentille des oies;Rosales;;SSES;Plantae;Rosoideae;Potentilleae;https://taxref.mnhn.fr/taxref-web/taxa/718310;https://inpn.mnhn.fr/espece/cd_nom/718310;718310;718310;3
Poales;Poales;Equisetopsida;Cyperaceae;7070329;Trachéophytes;Angiospermes;Blebleble;Carex sylvatica subsp. sylvatica Huds., 1762;Carex sylvatica subsp. sylvatica Huds., 1762;Laîche des forêts;Poales;;SSES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/132818;https://inpn.mnhn.fr/espece/cd_nom/132818;132818;132818;3
Poales;Poales;Equisetopsida;Poaceae;2704395;Trachéophytes;Angiospermes;Blebleble;Cynosurus cristatus L., 1753;Cynosurus cristatus L., 1753;Cynosure crételle, Crételle, Crételle commune, Crételle des prés;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/93860;https://inpn.mnhn.fr/espece/cd_nom/93860;93860;93860;3
Poales;Poales;Equisetopsida;Cyperaceae;2725082;Trachéophytes;Angiospermes;Blebleble;Carex disticha Huds., 1762;Carex disticha Huds., 1762;Laîche distique;Poales;;ES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/88478;https://inpn.mnhn.fr/espece/cd_nom/88478;88478;88478;3
Geraniales;Geraniales;Equisetopsida;Geraniaceae;9485490;Trachéophytes;Angiospermes;Blebleble;Erodium cicutarium (L.) L'Hér., 1789;Erodium cicutarium (L.) L'Hér., 1789;Érodium à feuilles de ciguë, Bec-de-grue;Geraniales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/96895;https://inpn.mnhn.fr/espece/cd_nom/96895;96895;96895;3
Boraginales;Boraginales;Equisetopsida;Boraginaceae;6709556;Trachéophytes;Angiospermes;Blebleble;Symphytum officinale subsp. officinale L., 1753;Symphytum officinale subsp. officinale L., 1753;Consoude officinale, Grande consoude;Boraginales;;SSES;Plantae;Boraginoideae;Boragineae;https://taxref.mnhn.fr/taxref-web/taxa/141499;https://inpn.mnhn.fr/espece/cd_nom/141499;141499;141499;3
Hypnales;Hypnales;Equisetopsida;Amblystegiaceae;4279903;Bryophytes;Mousses;Blebleble;Campylium stellatum (Hedw.) Lange & C.E.O.Jensen;Campylium stellatum (Hedw.) Lange & C.E.O.Jensen;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5494;https://inpn.mnhn.fr/espece/cd_nom/5494;5494;5494;3
Boraginales;Boraginales;Equisetopsida;Boraginaceae;7558421;Trachéophytes;Angiospermes;Blebleble;Symphytum officinale L., 1753;Symphytum officinale L., 1753;Consoude officinale, Grande consoude;Boraginales;;ES;Plantae;Boraginoideae;Boragineae;https://taxref.mnhn.fr/taxref-web/taxa/125355;https://inpn.mnhn.fr/espece/cd_nom/125355;125355;125355;3
Malpighiales;Malpighiales;Equisetopsida;Euphorbiaceae;3065239;Trachéophytes;Angiospermes;Blebleble;Euphorbia amygdaloides L., 1753;Euphorbia amygdaloides L., 1753;Euphorbe faux amandier, Euphorbe des bois, Herbe à la faux;Malpighiales;;ES;Plantae;Euphorbioideae;Euphorbieae;https://taxref.mnhn.fr/taxref-web/taxa/97452;https://inpn.mnhn.fr/espece/cd_nom/97452;97452;97452;3
Dicranales;Dicranales;Equisetopsida;Pottiaceae;5280233;Bryophytes;Mousses;Blebleble;Didymodon rigidulus Hedw., 1801;Didymodon rigidulus Hedw., 1801;;Dicranales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5292;https://inpn.mnhn.fr/espece/cd_nom/5292;5292;5292;3
Asparagales;Asparagales;Equisetopsida;Iridaceae;5298231;Trachéophytes;Angiospermes;Blebleble;Iris pseudacorus L., 1753;Iris pseudacorus L., 1753;Iris faux acore, Iris jaune, Flambe d'eau, Iris des marais;Asparagales;;ES;Plantae;Iridoideae;Irideae;https://taxref.mnhn.fr/taxref-web/taxa/103772;https://inpn.mnhn.fr/espece/cd_nom/103772;103772;103772;3
Caryophyllales;Caryophyllales;Equisetopsida;Amaranthaceae;3083838;Trachéophytes;Angiospermes;Blebleble;Chenopodium album L., 1753;Chenopodium album L., 1753;Chénopode blanc, Senousse;Caryophyllales;;ES;Plantae;Chenopodioideae;Atripliceae;https://taxref.mnhn.fr/taxref-web/taxa/90681;https://inpn.mnhn.fr/espece/cd_nom/90681;90681;90681;3
Alismatales;Alismatales;Equisetopsida;Alismataceae;2865100;Trachéophytes;Angiospermes;Blebleble;Alisma plantago-aquatica L., 1753;Alisma plantago-aquatica L., 1753;Plantain-d'eau commun, Grand plantain-d'eau, Alisme plantain-d’eau;Alismatales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/81272;https://inpn.mnhn.fr/espece/cd_nom/81272;81272;81272;7
Bryales;Bryales;Equisetopsida;Mniaceae;5282602;Bryophytes;Mousses;Blebleble;Pohlia melanodon (Brid.) A.J.Shaw, 1981;Pohlia melanodon (Brid.) A.J.Shaw, 1981;;Bryales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/4900;https://inpn.mnhn.fr/espece/cd_nom/4900;4900;4900;3
Fabales;Fabales;Equisetopsida;Fabaceae;5356701;Trachéophytes;Angiospermes;Blebleble;Lathyrus pratensis L., 1753;Lathyrus pratensis L., 1753;Gesse des prés;Fabales;;ES;Plantae;Papilionoideae;;https://taxref.mnhn.fr/taxref-web/taxa/105247;https://inpn.mnhn.fr/espece/cd_nom/105247;105247;105247;3
Rosales;Rosales;Equisetopsida;Rosaceae;3007054;Trachéophytes;Angiospermes;Blebleble;Rosa arvensis Huds., 1762;Rosa arvensis Huds., 1762;Rosier des champs, Rosier rampant;Rosales;;ES;Plantae;Rosoideae;Roseae;https://taxref.mnhn.fr/taxref-web/taxa/118016;https://inpn.mnhn.fr/espece/cd_nom/118016;118016;118016;3
Hypnales;Hypnales;Equisetopsida;Scorpidiaceae;2681639;Bryophytes;Mousses;Blebleble;Scorpidium cossonii (Schimp.) Hedenäs, 1989;Scorpidium cossonii (Schimp.) Hedenäs, 1989;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/434405;https://inpn.mnhn.fr/espece/cd_nom/434405;434405;434405;3
Poales;Poales;Equisetopsida;Poaceae;4129708;Trachéophytes;Angiospermes;Blebleble;Lolium multiflorum Lam., 1779;Lolium multiflorum Lam., 1779;Ivraie multiflore, Ray-grass d'Italie;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/106497;https://inpn.mnhn.fr/espece/cd_nom/106497;106497;106497;3
Apiales;Apiales;Equisetopsida;Apiaceae;3034825;Trachéophytes;Angiospermes;Blebleble;Heracleum mantegazzianum Sommier & Levier, 1895;Heracleum mantegazzianum Sommier & Levier, 1895;Berce du Caucase, Berce de Mantegazzi;Apiales;;ES;Plantae;Apioideae;Tordylieae;https://taxref.mnhn.fr/taxref-web/taxa/101286;https://inpn.mnhn.fr/espece/cd_nom/101286;101286;101286;3
Bryales;Bryales;Equisetopsida;Bryaceae;2676667;Bryophytes;Mousses;Blebleble;Bryum argenteum Hedw., 1801;Bryum argenteum Hedw., 1801;;Bryales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5715;https://inpn.mnhn.fr/espece/cd_nom/5715;5715;5715;3
Metzgeriales;Metzgeriales;Equisetopsida;Metzgeriaceae;8250334;Bryophytes;Hépatiques et Anthocérotes;Blebleble;Metzgeria furcata (L.) Corda, 1829;Metzgeria furcata (L.) Corda, 1829;;Metzgeriales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/655656;https://inpn.mnhn.fr/espece/cd_nom/655656;655656;655656;7
Caryophyllales;Caryophyllales;Equisetopsida;Caryophyllaceae;7937950;Trachéophytes;Angiospermes;Blebleble;Arenaria L., 1753;Arenaria L., 1753;Sabline;Caryophyllales;;GN;Plantae;;Arenarieae;https://taxref.mnhn.fr/taxref-web/taxa/189424;;189424;189424;3
Hypnales;Hypnales;Equisetopsida;Brachytheciaceae;2680190;Bryophytes;Mousses;Blebleble;Rhynchostegium murale (Hedw.) Schimp., 1852;Rhynchostegium murale (Hedw.) Schimp., 1852;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5910;https://inpn.mnhn.fr/espece/cd_nom/5910;5910;5910;3
Dipsacales;Dipsacales;Equisetopsida;Caprifoliaceae;7298956;Trachéophytes;Angiospermes;Blebleble;Valeriana excelsa subsp. excelsa Poir., 1808;Valeriana excelsa subsp. excelsa Poir., 1808;;Dipsacales;;SSES;Plantae;Valerianoideae;;https://taxref.mnhn.fr/taxref-web/taxa/998489;https://inpn.mnhn.fr/espece/cd_nom/998489;998489;998489;3
Bryales;Bryales;Equisetopsida;Bryaceae;2676502;Bryophytes;Mousses;Blebleble;Bryum Hedw., 1801;Bryum Hedw., 1801;;Bryales;;GN;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/190085;;190085;190085;3
Poales;Poales;Equisetopsida;Poaceae;2704816;Trachéophytes;Angiospermes;Blebleble;Spartina Schreb., 1789;Sporobolus sect. Spartina (Schreb.) P.M.Peterson & Saarela, 2014;Spartine;Poales;;GN;Plantae;Chloridoideae;Zoysieae;https://taxref.mnhn.fr/taxref-web/taxa/197777;;197777;1015856;3
Alismatales;Alismatales;Equisetopsida;Potamogetonaceae;5301162;Trachéophytes;Angiospermes;Blebleble;Potamogeton crispus L., 1753;Potamogeton crispus L., 1753;Potamot crépu, Potamot à feuilles crépues;Alismatales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/115245;https://inpn.mnhn.fr/espece/cd_nom/115245;115245;115245;2
Poales;Poales;Equisetopsida;Cyperaceae;2727655;Trachéophytes;Angiospermes;Blebleble;Carex caryophyllea Latourr., 1785;Carex caryophyllea Latourr., 1785;Laîche caryophyllée, Laîche printanière, Laîche du printemps;Poales;;ES;Plantae;Cyperoideae;Cariceae;https://taxref.mnhn.fr/taxref-web/taxa/88415;https://inpn.mnhn.fr/espece/cd_nom/88415;88415;88415;3
Gentianales;Gentianales;Equisetopsida;Rubiaceae;2913169;Trachéophytes;Angiospermes;Blebleble;Galium parisiense L., 1753;Galium parisiense L., 1753;Gaillet de Paris;Gentianales;;ES;Plantae;Rubioideae;Rubieae;https://taxref.mnhn.fr/taxref-web/taxa/99496;https://inpn.mnhn.fr/espece/cd_nom/99496;99496;99496;3
Poales;Poales;Equisetopsida;Poaceae;2704179;Trachéophytes;Angiospermes;Blebleble;Poa annua L., 1753;Poa annua L., 1753;Pâturin annuel;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/114114;https://inpn.mnhn.fr/espece/cd_nom/114114;114114;114114;3
Rosales;Rosales;Equisetopsida;Elaeagnaceae;7293089;Trachéophytes;Angiospermes;Blebleble;Hippophae rhamnoides subsp. rhamnoides L., 1753;Hippophae rhamnoides subsp. rhamnoides L., 1753;Argousier faux nerprun, Argousier, Saule épineux;Rosales;;SSES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/136648;https://inpn.mnhn.fr/espece/cd_nom/136648;136648;136648;3
Caryophyllales;Caryophyllales;Equisetopsida;Amaranthaceae;8273130;Trachéophytes;Angiospermes;Blebleble;Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch, 2012;Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch, 2012;Lipandra polysperme, Chénopode polysperme, Chénopode à graines nombreuses;Caryophyllales;;ES;Plantae;Chenopodioideae;Atripliceae;https://taxref.mnhn.fr/taxref-web/taxa/717294;https://inpn.mnhn.fr/espece/cd_nom/717294;717294;717294;3
Malvales;Malvales;Equisetopsida;Malvaceae;3152583;Trachéophytes;Angiospermes;Blebleble;Hibiscus syriacus L., 1753;Hibiscus syriacus L., 1753;Ketmie de Syrie;Malvales;;ES;Plantae;Malvoideae;Hibisceae;https://taxref.mnhn.fr/taxref-web/taxa/101544;https://inpn.mnhn.fr/espece/cd_nom/101544;101544;101544;3
Asterales;Asterales;Equisetopsida;Asteraceae;3137517;Trachéophytes;Angiospermes;Blebleble;Leontodon saxatilis Lam., 1779;Leontodon saxatilis Lam., 1779;Liondent des rochers, Liondent faux pissenlit, Thrincie, Liondent à tige nue;Asterales;;ES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/105521;https://inpn.mnhn.fr/espece/cd_nom/105521;105521;105521;3
Hypnales;Hypnales;Equisetopsida;Brachytheciaceae;2680202;Bryophytes;Mousses;Blebleble;Oxyrrhynchium (Schimp.) Warnst., 1905;Oxyrrhynchium (Schimp.) Warnst., 1905;;Hypnales;;GN;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/433861;;433861;433861;3
Rosales;Rosales;Equisetopsida;Rhamnaceae;3039491;Trachéophytes;Angiospermes;Blebleble;Rhamnus cathartica L., 1753;Rhamnus cathartica L., 1753;Nerprun purgatif;Rosales;;ES;Plantae;Rhamnoideae;Rhamneae;https://taxref.mnhn.fr/taxref-web/taxa/117530;https://inpn.mnhn.fr/espece/cd_nom/117530;117530;117530;3
Gentianales;Gentianales;Equisetopsida;Rubiaceae;9063248;Trachéophytes;Angiospermes;Blebleble;Galium verum L., 1753;Galium verum L., 1753;Gaillet vrai, Gaillet jaune, Caille-lait jaune;Gentianales;;ES;Plantae;Rubioideae;Rubieae;https://taxref.mnhn.fr/taxref-web/taxa/99582;https://inpn.mnhn.fr/espece/cd_nom/99582;99582;99582;3
Poales;Poales;Equisetopsida;Poaceae;2706164;Trachéophytes;Angiospermes;Blebleble;Holcus lanatus L., 1753;Holcus lanatus L., 1753;Houlque laineuse, Blanchard;Poales;;ES;Plantae;Pooideae;Poeae;https://taxref.mnhn.fr/taxref-web/taxa/102900;https://inpn.mnhn.fr/espece/cd_nom/102900;102900;102900;3
Poales;Poales;Equisetopsida;Poaceae;7325083;Trachéophytes;Angiospermes;Blebleble;Elytrigia acuta (DC.) Tzvelev, 1973;Elytrigia acuta (DC.) Tzvelev, 1973;Chiendent aigu, Élytrigie aiguë, Chiendent du littoral;Poales;;ES;Plantae;Pooideae;Triticeae;https://taxref.mnhn.fr/taxref-web/taxa/96025;https://inpn.mnhn.fr/espece/cd_nom/96025;96025;96025;3
Porellales;Porellales;Equisetopsida;Lejeuneaceae;9458589;Bryophytes;Hépatiques et Anthocérotes;Blebleble;Myriocoleopsis minutissima subsp. minutissima (Sm.) R.L.Zhu, Y.Yu & Pócs, 2014;Myriocoleopsis minutissima subsp. minutissima (Sm.) R.L.Zhu, Y.Yu & Pócs, 2014;;Porellales;;SSES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/783399;https://inpn.mnhn.fr/espece/cd_nom/783399;783399;783399;7
Caryophyllales;Caryophyllales;Equisetopsida;Caryophyllaceae;5384606;Trachéophytes;Angiospermes;Blebleble;Stellaria alsine Grimm, 1767;Stellaria alsine Grimm, 1767;Stellaire alsine, Stellaire des sources, Stellaire des fanges;Caryophyllales;;ES;Plantae;;Alsineae;https://taxref.mnhn.fr/taxref-web/taxa/124967;https://inpn.mnhn.fr/espece/cd_nom/124967;124967;124967;3
Apiales;Apiales;Equisetopsida;Apiaceae;7224303;Trachéophytes;Angiospermes;Blebleble;Heracleum sphondylium subsp. sphondylium L., 1753;Heracleum sphondylium subsp. sphondylium L., 1753;Berce sphondyle, Patte d'ours, Berce commune, Grande Berce;Apiales;;SSES;Plantae;Apioideae;Tordylieae;https://taxref.mnhn.fr/taxref-web/taxa/135306;https://inpn.mnhn.fr/espece/cd_nom/135306;135306;135306;3
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;6391648;Trachéophytes;Angiospermes;Blebleble;Persicaria amphibia (L.) Gray, 1821;Persicaria amphibia (L.) Gray, 1821;Persicaire amphibie, Persicaire flottante, Renouée amphibie;Caryophyllales;;ES;Plantae;Polygonoideae;Persicarieae;https://taxref.mnhn.fr/taxref-web/taxa/112727;https://inpn.mnhn.fr/espece/cd_nom/112727;112727;112727;3
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;7821030;Trachéophytes;Angiospermes;Blebleble;Polygonum aviculare L., 1753;Polygonum aviculare L., 1753;Renouée des oiseaux, Renouée Traînasse, Traînasse;Caryophyllales;;ES;Plantae;Polygonoideae;Polygoneae;https://taxref.mnhn.fr/taxref-web/taxa/114658;https://inpn.mnhn.fr/espece/cd_nom/114658;114658;114658;3
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;8195144;Trachéophytes;Angiospermes;Blebleble;Rumex crispus L., 1753;Rumex crispus L., 1753;Rumex crépu;Caryophyllales;;ES;Plantae;Polygonoideae;Rumiceae;https://taxref.mnhn.fr/taxref-web/taxa/119473;https://inpn.mnhn.fr/espece/cd_nom/119473;119473;119473;3
Myrtales;Myrtales;Equisetopsida;Onagraceae;5545311;Trachéophytes;Angiospermes;Blebleble;Ludwigia grandiflora subsp. hexapetala (Hook. & Arn.) G.L.Nesom & Kartesz, 2000;Ludwigia grandiflora subsp. hexapetala (Hook. & Arn.) G.L.Nesom & Kartesz, 2000;Ludwigie à six pétales;Myrtales;;SSES;Plantae;Ludwigioideae;;https://taxref.mnhn.fr/taxref-web/taxa/612513;https://inpn.mnhn.fr/espece/cd_nom/612513;612513;612513;2
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;4037603;Trachéophytes;Angiospermes;Blebleble;Rumex palustris Sm., 1800;Rumex palustris Sm., 1800;Patience des marais, Oseille des marais;Caryophyllales;;ES;Plantae;Polygonoideae;Rumiceae;https://taxref.mnhn.fr/taxref-web/taxa/119556;https://inpn.mnhn.fr/espece/cd_nom/119556;119556;119556;7
Poales;Poales;Equisetopsida;Juncaceae;2701841;Trachéophytes;Angiospermes;Blebleble;Juncus inflexus L., 1753;Juncus inflexus L., 1753;Jonc glauque, Jonc courbé;Poales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/104214;https://inpn.mnhn.fr/espece/cd_nom/104214;104214;104214;3
Caryophyllales;Caryophyllales;Equisetopsida;Polygonaceae;6391194;Trachéophytes;Angiospermes;Blebleble;Persicaria maculosa Gray, 1821;Persicaria maculosa Gray, 1821;Persicaire maculée, Renouée persicaire, Persicaire;Caryophyllales;;ES;Plantae;Polygonoideae;Persicarieae;https://taxref.mnhn.fr/taxref-web/taxa/112745;https://inpn.mnhn.fr/espece/cd_nom/112745;112745;112745;3
Dicranales;Dicranales;Equisetopsida;Fissidentaceae;7995286;Bryophytes;Mousses;Blebleble;Fissidens crassipes subsp. crassipes Wilson ex Bruch & Schimp., 1849;Fissidens crassipes subsp. crassipes Wilson ex Bruch & Schimp., 1849;;Dicranales;;SSES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/434558;https://inpn.mnhn.fr/espece/cd_nom/434558;434558;434558;3
Fabales;Fabales;Equisetopsida;Fabaceae;2963137;Trachéophytes;Angiospermes;Blebleble;Tetragonolobus maritimus (L.) Roth, 1788;Lotus maritimus L., 1753;Lotier maritime, Lotier à gousses carrées, Tétragonolobe maritime;Fabales;;ES;Plantae;Papilionoideae;Loteae;https://taxref.mnhn.fr/taxref-web/taxa/125940;https://inpn.mnhn.fr/espece/cd_nom/125940;125940;106685;3
Geraniales;Geraniales;Equisetopsida;Geraniaceae;2891488;Trachéophytes;Angiospermes;Blebleble;Geranium molle L., 1753;Geranium molle L., 1753;Géranium mou, Géranium à feuilles molles;Geraniales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/100104;https://inpn.mnhn.fr/espece/cd_nom/100104;100104;100104;3
Brassicales;Brassicales;Equisetopsida;Brassicaceae;7225691;Trachéophytes;Angiospermes;Blebleble;Sinapis arvensis subsp. arvensis L., 1753;Sinapis arvensis subsp. arvensis L., 1753;Moutarde des champs, Raveluche;Brassicales;;SSES;Plantae;Brassicoideae;Brassiceae;https://taxref.mnhn.fr/taxref-web/taxa/141221;https://inpn.mnhn.fr/espece/cd_nom/141221;141221;141221;3
Hypnales;Hypnales;Equisetopsida;Brachytheciaceae;2679898;Bryophytes;Mousses;Blebleble;Brachythecium rutabulum (Hedw.) Schimp., 1853;Brachythecium rutabulum (Hedw.) Schimp., 1853;;Hypnales;;ES;Plantae;;;https://taxref.mnhn.fr/taxref-web/taxa/5826;https://inpn.mnhn.fr/espece/cd_nom/5826;5826;5826;3
Asterales;Asterales;Equisetopsida;Asteraceae;7223198;Trachéophytes;Angiospermes;Blebleble;Lapsana communis subsp. communis L., 1753;Lapsana communis subsp. communis L., 1753;Lampsane commune, Graceline;Asterales;;SSES;Plantae;Cichorioideae;Cichorieae;https://taxref.mnhn.fr/taxref-web/taxa/137096;https://inpn.mnhn.fr/espece/cd_nom/137096;137096;137096;3
Lamiales;Lamiales;Equisetopsida;Scrophulariaceae;3170886;Trachéophytes;Angiospermes;Blebleble;Scrophularia nodosa L., 1753;Scrophularia nodosa L., 1753;Scrofulaire noueuse;Lamiales;;ES;Plantae;;Scrophularieae;https://taxref.mnhn.fr/taxref-web/taxa/122028;https://inpn.mnhn.fr/espece/cd_nom/122028;122028;122028;3
Lamiales;Lamiales;Equisetopsida;Orobanchaceae;7693914;Trachéophytes;Angiospermes;Blebleble;Melampyrum pratense L., 1753;Melampyrum pratense L., 1753;Mélampyre des prés;Lamiales;;ES;Plantae;;Rhinantheae;https://taxref.mnhn.fr/taxref-web/taxa/107795;https://inpn.mnhn.fr/espece/cd_nom/107795;107795;107795;3
Brassicales;Brassicales;Equisetopsida;Brassicaceae;3052436;Trachéophytes;Angiospermes;Blebleble;Arabidopsis thaliana (L.) Heynh., 1842;Arabidopsis thaliana (L.) Heynh., 1842;Fausse arabette de Thalius, Arabette de Thalius, Arabette des dames;Brassicales;;ES;Plantae;Brassicoideae;Arabidopsideae;https://taxref.mnhn.fr/taxref-web/taxa/83272;https://inpn.mnhn.fr/espece/cd_nom/83272;83272;83272;3
